Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
65.996544 2.56 4.48 5.10 3.10 1.78 3.71 1.16 1.15 -0.15 -0.03 -0.30 -0.52 0.40 0.12 -0.30 -0.44 
64.552491 2.62 4.58 5.15 3.19 1.85 3.85 1.22 1.26 -0.15 -0.03 -0.30 -0.52 0.40 0.13 -0.30 -0.43 
30.219943 -4.73 -9.93 -1.02 -9.56 -4.95 -9.95 -5.26 -10.49 0.12 0.21 -0.08 -0.04 0.45 0.53 0.01 0.01 
78.596623 0.71 -0.35 2.84 -2.18 0.39 -0.34 -1.27 -3.13 0.24 1.21 0.34 0.42 0.69 0.70 0.12 0.36 
71.183806 -5.84 -12.56 0.16 -12.63 -6.02 -13.15 -5.97 -14.02 0.40 0.54 -0.07 0.29 0.40 0.58 0.04 0.18 
109.459490 9.78 19.05 8.24 14.90 9.71 18.37 7.90 14.19 0.82 1.57 0.00 0.55 0.95 1.73 0.13 0.66 
30.191062 -4.73 -9.93 -1.02 -9.56 -4.63 -10.68 -5.41 -10.08 0.12 0.21 -0.08 -0.04 0.38 0.47 0.07 0.07 
27.123866 -4.73 -9.93 -1.02 -9.56 -3.82 -7.67 -4.35 -8.24 0.12 0.21 -0.08 -0.04 0.44 0.36 0.07 0.03 
27.276960 -4.73 -9.93 -1.02 -9.56 -3.93 -7.88 -4.26 -8.47 0.12 0.21 -0.08 -0.04 0.44 0.51 0.01 0.02 
28.359939 -4.73 -9.38 -1.02 -10.13 -3.82 -8.16 -4.35 -8.60 0.12 0.21 -0.08 -0.00 0.44 0.69 0.07 0.03 
29.395048 -4.73 -9.60 -1.02 -8.78 -3.82 -6.92 -4.35 -7.50 0.12 0.21 -0.08 0.05 0.44 0.30 0.07 0.17 
