Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
26.180578 17.00 28.25 5.75 15.03 15.42 28.53 6.55 15.25 1.15 1.79 -0.29 -0.24 1.30 2.01 -0.08 -0.05 
26.091903 17.06 28.35 5.80 15.13 15.47 28.65 6.62 15.36 1.15 1.79 -0.29 -0.24 1.29 2.02 -0.08 -0.05 
14.606219 10.71 16.27 0.30 4.01 9.49 17.13 1.38 4.70 1.25 2.21 -0.08 0.03 1.29 2.25 0.01 0.10 
108.372110 13.12 21.47 0.82 6.63 12.55 22.25 1.83 7.35 1.67 2.83 0.22 0.48 1.58 2.54 0.28 0.55 
51.447796 13.36 25.40 11.62 21.87 14.16 25.89 12.18 21.67 1.17 2.10 -0.34 0.26 1.23 2.12 -0.12 0.46 
83.404269 15.45 24.49 2.41 10.48 15.29 26.68 3.73 11.69 2.27 4.28 0.03 0.26 2.31 4.57 0.10 0.32 
14.553628 10.71 16.27 0.30 4.01 9.59 16.57 1.42 4.84 1.25 2.21 -0.08 0.03 1.25 2.22 -0.01 0.15 
14.457820 10.71 16.27 0.30 4.01 10.58 18.71 2.43 6.85 1.25 2.21 -0.08 0.03 1.28 2.29 -0.03 0.13 
14.510623 10.71 16.27 0.30 4.01 10.49 19.26 2.40 6.70 1.25 2.21 -0.08 0.03 1.29 2.26 0.01 0.10 
13.951840 10.71 17.26 0.30 4.88 10.58 18.76 2.43 7.73 1.25 2.20 -0.08 0.02 1.28 2.38 -0.03 0.12 
13.943973 10.71 16.96 0.30 4.55 10.58 19.37 2.43 7.37 1.25 2.20 -0.08 0.02 1.28 2.30 -0.03 0.12 
14.007797 10.71 17.08 0.30 4.70 10.58 19.45 2.43 7.56 1.25 2.21 -0.08 0.02 1.28 2.30 -0.03 0.12 
80.444522 -0.59 -1.87 -6.03 -10.38 0.99 0.10 -4.02 -7.88 0.64 1.10 -0.44 -0.51 0.74 1.19 -0.38 -0.41 
14.060460 10.74 17.04 0.33 4.64 10.59 19.46 2.47 7.45 1.25 2.20 -0.08 0.02 1.27 2.30 -0.03 0.11 
62.861097 8.87 12.50 -3.34 -1.96 8.68 14.07 -1.23 0.86 1.29 2.19 0.15 0.34 1.35 2.17 0.19 0.41 
