Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
43.141309 -2.06 -4.54 0.53 -6.84 -1.27 -3.02 -2.65 -5.78 0.19 0.37 0.10 0.24 0.52 0.58 0.09 0.29 
43.428351 -2.00 -4.41 0.59 -6.73 -1.19 -2.89 -2.59 -5.67 0.19 0.37 0.10 0.24 0.53 0.61 0.09 0.29 
52.653518 -8.41 -15.76 -4.54 -17.35 -7.41 -15.76 -7.92 -16.14 0.08 0.09 -0.00 -0.04 0.35 0.54 -0.01 0.09 
315.175005 3.15 3.96 3.21 0.49 3.57 6.08 0.96 1.41 0.37 1.66 0.61 0.98 0.93 1.04 0.31 0.85 
81.293866 -3.16 -6.16 2.28 -9.03 -2.11 -6.18 -2.76 -9.04 0.48 0.67 0.06 0.40 0.53 0.68 0.09 0.45 
254.165754 12.33 23.99 9.13 17.57 13.01 23.84 10.00 18.54 0.91 1.86 0.22 0.86 1.14 2.06 0.37 1.02 
43.328846 -2.06 -4.54 0.53 -6.84 -1.24 -3.65 -2.79 -5.73 0.19 0.37 0.10 0.24 0.44 0.62 0.13 0.33 
41.478789 -2.06 -4.54 0.53 -6.84 -0.69 -1.46 -1.63 -4.33 0.19 0.37 0.10 0.24 0.57 0.45 0.07 0.11 
41.639533 -2.06 -4.54 0.53 -6.84 -0.80 -1.47 -1.69 -4.56 0.19 0.37 0.10 0.24 0.57 0.38 0.05 0.12 
39.611599 -2.06 -3.86 0.53 -7.35 -0.69 -2.70 -1.63 -4.69 0.19 0.35 0.10 0.22 0.57 0.42 0.07 0.12 
43.383529 -2.06 -3.43 0.53 -6.52 -0.69 -0.27 -1.63 -3.93 0.19 0.37 0.10 0.25 0.57 0.40 0.07 0.21 
30.297247 -2.06 -3.98 0.53 -6.51 -0.69 -1.83 -1.63 -4.17 0.19 0.35 0.10 0.16 0.57 0.71 0.07 0.12 
223.285956 -16.65 -32.75 -10.66 -33.51 -14.96 -30.23 -14.23 -31.82 -0.11 -0.43 -0.39 -0.64 0.09 -0.45 -0.21 -0.42 
27.982823 -3.26 -6.62 -1.07 -9.91 -1.53 -3.76 -3.22 -7.81 0.15 0.25 0.20 0.04 0.30 0.36 0.08 0.03 
33.797467 -2.54 -5.42 -0.77 -8.75 -1.32 -2.38 -3.09 -6.93 0.13 0.49 0.41 0.10 0.72 0.37 0.09 0.05 
168.939108 4.79 8.35 5.64 5.08 5.87 10.97 3.98 6.94 0.42 1.40 0.48 0.70 0.89 1.55 0.24 0.64 
21.936167 -1.82 -4.04 0.11 -7.59 -0.17 -1.26 -2.01 -5.68 0.17 0.33 0.16 0.05 0.35 0.49 0.05 0.03 
112.088609 -10.64 -21.16 -6.69 -24.46 -9.13 -18.59 -9.44 -22.33 -0.01 -0.29 -0.15 -0.43 0.20 -0.08 -0.13 -0.28 
21.927057 -1.83 -4.06 0.10 -7.61 -0.19 -1.29 -2.02 -5.70 0.17 0.33 0.16 0.05 0.34 0.48 0.05 0.03 
90.215656 6.44 11.34 7.05 7.61 7.42 14.04 5.37 9.36 0.46 1.45 0.41 0.48 0.95 1.66 0.18 0.51 
22.255925 -1.83 -4.07 0.10 -7.61 -0.45 -1.75 -2.07 -6.06 0.17 0.33 0.16 0.05 0.34 0.44 0.04 0.01 
108.328833 -10.43 -20.72 -6.34 -23.99 -8.93 -18.40 -9.17 -21.99 0.01 -0.27 -0.16 -0.42 0.22 -0.05 -0.14 -0.26 
21.643011 -1.86 -4.13 0.08 -7.67 -0.23 -1.29 -1.82 -5.56 0.17 0.33 0.15 0.04 0.33 0.43 0.04 0.01 
108.253852 -10.47 -20.80 -6.37 -24.06 -8.97 -18.05 -8.97 -21.80 0.01 -0.27 -0.16 -0.42 0.22 -0.13 -0.15 -0.29 
21.663659 -1.86 -4.12 0.08 -7.66 -0.23 -1.28 -1.80 -5.50 0.17 0.33 0.15 0.04 0.33 0.42 0.05 0.00 
89.465400 6.40 11.28 7.04 7.55 7.48 14.23 5.56 9.48 0.45 1.45 0.41 0.48 0.95 1.61 0.17 0.48 
20.884498 -1.94 -4.41 0.02 -8.08 -0.32 -1.61 -1.89 -5.96 0.17 0.32 0.15 0.02 0.33 0.42 0.04 0.00 
113.352911 -10.55 -21.10 -6.42 -24.61 -9.05 -18.37 -9.04 -22.20 0.01 -0.27 -0.16 -0.44 0.22 -0.13 -0.15 -0.29 
20.166092 -1.89 -4.16 0.06 -8.04 -0.26 -1.36 -1.84 -5.92 0.17 0.32 0.15 0.00 0.33 0.38 0.04 0.01 
84.974561 6.38 11.09 7.00 7.23 7.46 13.67 5.53 9.16 0.45 1.33 0.41 0.47 0.95 1.69 0.17 0.47 
19.758431 -1.59 -3.66 -0.24 -7.34 0.05 -0.84 -1.78 -5.46 0.16 0.34 0.17 0.01 0.34 0.39 0.04 0.01 
53.884483 -0.65 -3.11 -2.32 -7.36 0.23 -0.30 -2.10 -5.12 0.21 1.21 0.32 0.28 0.81 1.42 0.08 0.31 
29.383995 -2.60 -5.62 -1.27 -9.23 -0.90 -2.76 -2.72 -7.28 0.14 0.29 0.24 0.08 0.31 0.34 0.09 0.03 
31.964465 -4.21 -8.28 -2.19 -12.15 -2.55 -5.46 -4.04 -9.87 0.10 0.17 0.21 -0.00 0.26 0.27 0.07 -0.06 
22.040891 -1.94 -4.12 -0.07 -7.46 -0.25 -1.66 -1.76 -5.26 0.16 0.31 0.14 0.05 0.33 0.63 0.04 0.05 
25.902668 0.14 -0.37 2.02 -3.65 1.37 2.65 -0.24 -1.72 0.21 0.98 0.32 0.15 0.76 0.51 0.06 0.14 
43.054562 -5.13 -10.58 -2.37 -14.12 -3.55 -7.83 -4.64 -11.97 0.09 0.08 0.02 -0.24 0.26 0.17 -0.06 -0.19 
22.461807 -1.56 -3.62 1.64 -7.30 0.20 -0.55 -1.73 -5.23 0.16 0.34 0.37 0.01 0.35 0.39 0.05 0.02 
23.721408 2.03 3.41 4.53 -0.61 3.38 5.79 1.61 1.18 0.28 0.61 0.38 0.16 0.77 0.98 0.08 0.18 
19.769143 -1.60 -3.67 -0.25 -7.35 0.05 -0.86 -1.78 -5.47 0.16 0.34 0.17 0.01 0.34 0.38 0.04 0.01 
23.457401 0.13 -1.26 0.51 -4.75 1.18 1.76 -0.74 -2.89 0.22 1.02 0.34 0.10 0.84 1.25 0.05 0.10 
22.291315 -1.97 -4.28 -0.58 -7.98 -0.31 -1.46 -2.13 -6.08 0.15 0.32 0.19 0.03 0.33 0.37 0.05 0.01 
22.687928 -1.59 -3.66 1.63 -7.34 0.05 -0.84 -1.78 -5.47 0.16 0.34 0.37 0.01 0.34 0.39 0.04 0.01 
22.015656 -1.02 -2.55 1.76 -6.16 0.60 0.29 -1.27 -4.27 0.17 0.40 0.36 0.05 0.37 0.43 0.05 0.04 
19.759355 -1.61 -3.70 -0.26 -7.38 0.04 -0.87 -1.74 -5.46 0.16 0.34 0.17 0.01 0.34 0.38 0.04 0.00 
21.938154 -2.47 -5.41 -0.60 -8.99 -0.89 -2.71 -2.47 -7.19 0.14 0.26 0.12 -0.10 0.31 0.36 0.01 -0.08 
22.548781 -1.49 -3.47 1.47 -7.23 0.15 -0.67 -1.74 -5.35 0.15 0.35 0.37 0.01 0.35 0.40 0.04 0.01 
21.065360 -0.75 -2.09 1.23 -6.00 0.69 0.50 -1.23 -4.14 0.18 0.48 0.36 0.04 0.75 0.82 0.05 0.04 
20.326742 -1.67 -3.76 -0.17 -7.29 -0.01 -0.96 -1.76 -5.40 0.16 0.33 0.16 0.02 0.34 0.38 0.04 0.02 
