Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
164.069382 -11.58 -24.26 -4.49 -19.95 -11.54 -23.02 -9.84 -20.24 0.10 0.44 -0.34 0.52 0.36 0.59 -0.04 0.48 
164.058237 -11.51 -24.12 -4.44 -19.82 -11.47 -22.87 -9.78 -20.13 0.10 0.44 -0.34 0.52 0.37 0.60 -0.03 0.49 
213.667679 -17.69 -36.04 -9.47 -31.88 -17.62 -34.14 -15.32 -32.14 -0.03 0.27 -0.57 0.46 0.28 0.51 -0.12 0.31 
44.469799 -5.63 -11.37 -1.47 -10.23 -5.17 -10.50 -4.66 -9.41 0.21 0.64 0.02 0.16 0.48 0.81 0.06 0.24 
132.575219 -6.71 -14.61 -0.39 -13.51 -6.75 -13.39 -5.85 -13.58 0.42 0.76 0.04 0.52 0.56 0.85 0.17 0.46 
97.319911 8.63 17.10 6.99 14.29 9.54 17.54 7.57 14.92 0.96 1.85 0.02 0.51 0.98 2.00 0.06 0.69 
44.082993 -5.63 -11.37 -1.47 -10.23 -4.80 -9.94 -4.79 -9.15 0.21 0.64 0.02 0.16 0.44 0.67 0.11 0.67 
41.444368 -5.63 -11.37 -1.47 -10.23 -4.03 -8.23 -3.73 -7.15 0.21 0.64 0.02 0.16 0.48 0.80 0.11 0.27 
41.626100 -5.63 -11.37 -1.47 -10.23 -4.15 -8.47 -3.66 -7.38 0.21 0.64 0.02 0.16 0.48 0.80 0.06 0.24 
44.503179 -5.63 -11.85 -1.47 -10.87 -4.03 -8.58 -3.73 -7.40 0.21 0.68 0.02 0.18 0.48 0.81 0.11 0.21 
151.035809 -5.63 -9.71 -1.47 -9.25 -4.03 -7.63 -3.73 -7.64 0.21 0.33 0.02 0.61 0.48 0.77 0.11 0.66 
44.605710 -5.63 -11.10 -1.47 -10.19 -4.03 -7.80 -3.73 -6.29 0.21 0.57 0.02 0.19 0.48 0.76 0.11 0.18 
42.675184 -4.88 -10.50 -2.75 -12.55 -3.28 -7.29 -4.28 -9.09 0.12 0.71 0.27 0.12 0.49 0.79 0.00 0.08 
47.133548 -8.66 -17.17 -4.27 -15.65 -6.96 -13.77 -6.43 -12.68 0.14 0.52 -0.04 0.01 0.41 0.61 0.02 0.51 
41.494747 -5.62 -11.33 -1.46 -10.20 -4.01 -8.19 -3.71 -7.12 0.21 0.64 0.02 0.16 0.48 0.80 0.11 0.27 
51.427350 -9.40 -19.20 -4.51 -16.79 -7.80 -15.86 -7.14 -13.93 0.09 0.41 -0.11 -0.10 0.37 0.59 -0.00 0.03 
54.047359 -9.18 -17.96 -3.52 -16.39 -7.38 -14.81 -7.07 -14.17 0.13 0.33 -0.05 0.08 0.37 0.65 0.03 0.09 
119.663987 -0.52 -2.02 3.32 0.21 0.93 1.28 1.29 2.63 0.41 1.01 0.14 0.57 0.64 1.17 0.26 0.66 
41.443349 -5.63 -11.36 -1.47 -10.24 -3.90 -8.02 -3.78 -7.13 0.21 0.64 0.02 0.16 0.48 0.71 0.13 0.61 
40.276052 -5.38 -10.36 -1.60 -12.11 -3.61 -7.59 -4.18 -7.85 0.14 0.30 0.12 0.13 0.43 0.66 0.03 0.08 
38.974384 -5.38 -10.33 -1.60 -12.05 -3.61 -7.80 -4.18 -7.97 0.14 0.31 0.12 0.11 0.43 0.58 0.03 0.08 
38.436904 -5.97 -11.90 -4.09 -13.33 -4.24 -8.79 -4.96 -9.07 0.11 0.65 0.07 0.06 0.42 0.63 -0.05 0.01 
38.419813 -5.91 -11.95 -4.03 -13.36 -4.18 -8.57 -4.90 -8.99 0.11 0.63 0.07 0.06 0.42 0.64 -0.04 0.04 
64.979570 1.68 3.45 -1.88 -3.22 3.63 7.32 0.06 0.26 0.57 1.11 0.12 0.39 0.78 1.29 0.12 0.47 
38.271082 -6.15 -12.46 -4.19 -13.77 -4.29 -8.68 -4.86 -9.21 0.10 0.63 0.06 0.04 0.42 0.65 -0.06 -0.00 
56.971084 -8.79 -17.69 -7.02 -18.93 -6.96 -14.18 -7.33 -14.27 0.02 0.46 -0.09 -0.17 0.33 0.46 -0.17 -0.21 
38.269080 -6.18 -12.50 -4.22 -13.81 -4.29 -8.65 -4.89 -9.21 0.10 0.63 0.06 0.04 0.42 0.65 -0.05 -0.01 
50.113401 -8.50 -16.57 -7.19 -16.98 -6.56 -13.10 -7.04 -13.37 0.07 0.50 -0.00 -0.07 0.37 0.53 -0.15 -0.01 
72.960218 -10.84 -21.20 -7.03 -21.94 -8.29 -16.61 -9.08 -17.68 -0.02 -0.10 -0.05 -0.21 0.09 0.03 -0.02 -0.17 
