Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
79.280515 20.61 40.26 19.29 36.39 20.18 39.13 18.95 35.96 0.48 1.33 -0.47 0.19 0.82 1.25 -0.34 0.17 
80.238979 20.67 40.37 19.34 36.47 20.26 39.28 19.02 36.08 0.48 1.33 -0.47 0.19 0.83 1.26 -0.32 0.18 
152.595692 12.62 23.39 13.17 22.81 13.16 24.22 12.92 23.27 0.90 1.76 -0.16 0.63 1.02 1.88 0.12 0.73 
169.016358 25.36 48.58 19.62 39.34 25.00 48.03 19.42 39.12 0.70 2.03 -0.18 0.49 0.91 2.18 -0.06 0.50 
451.015301 21.35 39.87 25.08 39.90 19.88 38.76 21.18 39.59 0.43 1.34 -0.08 1.10 0.91 1.31 0.33 0.98 
183.679766 32.46 62.14 23.36 51.24 30.92 60.41 23.30 51.11 1.18 2.36 -0.51 -0.35 1.32 2.17 -0.33 -0.22 
82.416535 20.61 40.26 19.29 36.39 21.17 40.79 19.76 37.13 0.48 1.33 -0.47 0.19 0.84 1.41 -0.10 0.36 
79.054238 20.61 40.26 19.29 36.39 20.03 39.18 18.82 35.93 0.48 1.33 -0.47 0.19 0.80 1.21 -0.36 0.09 
79.215925 20.61 40.26 19.29 36.39 20.10 39.21 18.89 35.98 0.48 1.33 -0.47 0.19 0.81 1.21 -0.35 0.11 
106.652989 20.61 39.90 19.29 36.59 20.03 38.86 18.82 36.22 0.48 1.29 -0.47 0.34 0.80 1.20 -0.36 0.21 
67.232142 20.61 41.28 19.29 36.72 20.03 40.37 18.82 36.25 0.48 1.29 -0.47 0.05 0.80 1.34 -0.36 -0.01 
68.786619 20.61 41.19 19.29 36.68 20.03 40.25 18.82 36.20 0.48 1.29 -0.47 0.08 0.80 1.33 -0.36 0.01 
61.981192 15.83 30.23 9.08 20.16 15.17 29.53 8.61 19.72 0.35 1.17 -0.63 -0.46 0.54 1.20 -0.52 -0.51 
24.671521 13.10 25.67 10.92 20.33 12.04 24.98 10.20 20.07 0.07 0.74 -0.68 -0.24 0.34 0.61 -0.60 -0.43 
26056893032154.437500 15.80 31.04 14.47 26.76 14.54 -27514631.04 13.56 -36812209.47 0.18 0.88 -0.79 -0.10 0.38 1857471.15 -0.73 2160328.63 
17670501880188.707031 15.59 29.84 12.29 23.33 14.39 -27857927.53 11.49 -28291222.91 0.18 0.98 -0.62 0.01 0.44 1702475.41 -0.58 1808466.39 
91.042259 5.40 11.26 6.66 9.18 4.79 10.41 5.31 8.69 -0.14 0.05 -0.62 -0.61 0.33 0.11 -0.50 -0.67 
23.931466 13.13 25.72 10.91 20.34 11.81 24.51 9.94 19.57 0.07 0.74 -0.68 -0.24 0.34 0.61 -0.60 -0.43 
21989782848591.648438 12.32 23.21 10.17 17.55 10.82 -25822863.28 9.12 -33630491.34 0.01 0.76 -0.48 0.04 0.43 1583351.75 -0.43 1847871.02 
24.149420 13.09 25.67 10.88 20.29 11.76 24.44 9.90 19.51 0.07 0.74 -0.68 -0.24 0.34 0.61 -0.60 -0.43 
99.311551 5.99 12.59 7.01 10.39 5.16 10.98 5.69 9.36 -0.09 0.10 -0.65 -0.64 0.36 0.22 -0.47 -0.68 
28.067368 13.63 26.35 10.48 19.99 12.38 25.11 9.55 19.17 0.12 0.83 -0.68 -0.28 0.34 0.74 -0.59 -0.44 
89.721148 14.91 28.32 7.55 17.73 13.87 27.07 6.77 16.80 0.32 1.11 -0.71 -0.58 0.51 1.09 -0.60 -0.65 
23.886962 13.13 25.72 10.91 20.34 11.76 24.46 9.89 19.56 0.07 0.74 -0.68 -0.24 0.33 0.59 -0.60 -0.45 
13883722582938.037109 15.46 30.84 13.60 26.17 14.09 29.55 12.52 -30069512.13 0.20 0.86 -0.82 -0.34 0.38 0.68 -0.73 1698656.85 
256099586637.672028 13.13 25.73 10.92 20.34 11.74 24.44 9.87 -4083918.96 0.07 0.74 -0.68 -0.24 0.32 0.59 -0.61 460023.70 
83.340315 14.66 27.77 7.30 17.16 13.57 26.46 6.47 16.17 0.31 1.10 -0.70 -0.56 0.49 1.05 -0.59 -0.64 
23.994338 13.23 25.91 11.02 20.53 11.86 24.66 10.00 19.74 0.08 0.75 -0.68 -0.24 0.33 0.61 -0.60 -0.44 
95.789722 5.74 12.03 6.77 9.81 4.87 10.45 5.38 8.72 -0.11 0.08 -0.64 -0.63 0.35 0.16 -0.48 -0.67 
23.896177 13.14 25.75 10.93 20.36 11.77 24.49 9.90 19.58 0.07 0.74 -0.68 -0.24 0.33 0.60 -0.60 -0.44 
3301469754369.670410 11.28 21.30 8.84 15.36 9.83 20.15 7.81 -14663139.19 -0.03 0.70 -0.50 -0.05 0.39 0.51 -0.45 1129110.87 
19247641542008.660156 11.41 22.10 9.05 16.63 9.96 -23152056.21 7.97 -31803869.77 -0.00 0.60 -0.72 -0.28 0.27 1501364.48 -0.65 1766834.32 
34.317566 16.63 33.11 14.78 28.03 15.45 31.73 13.86 27.01 0.25 1.02 -0.61 -0.15 0.51 0.87 -0.51 -0.30 
41.316032 13.84 27.44 11.69 22.29 12.50 26.15 10.66 21.42 0.12 0.77 -0.76 -0.34 0.34 0.60 -0.67 -0.54 
22.756122 13.07 25.57 10.85 20.17 11.70 24.32 9.83 19.40 0.07 0.74 -0.67 -0.23 0.33 0.59 -0.60 -0.44 
6918369831559.738281 13.97 27.20 11.37 21.43 12.57 26.01 10.33 -21226346.86 0.11 0.82 -0.67 -0.17 0.34 0.67 -0.60 1383503.00 
32.273195 11.24 22.27 9.80 17.61 9.96 20.94 8.83 16.66 0.00 0.58 -0.67 -0.34 0.32 0.40 -0.58 -0.51 
12127708862559.113281 12.83 25.14 11.26 20.39 11.41 23.90 10.21 -28103654.09 0.05 0.69 -0.67 -0.20 0.33 0.51 -0.59 1625849.84 
30.313180 13.52 26.33 9.99 19.60 12.25 25.06 9.03 18.76 0.12 0.84 -0.69 -0.30 0.31 0.74 -0.60 -0.47 
8526973088726.603516 12.62 24.63 10.36 19.20 11.23 23.40 9.33 -23565183.84 0.05 0.70 -0.68 -0.24 0.32 0.55 -0.61 1483727.42 
24.441117 13.95 27.45 11.82 22.11 12.63 26.16 10.83 21.26 0.11 0.81 -0.66 -0.21 0.37 0.67 -0.58 -0.40 
1498584668430.087158 12.94 25.40 10.95 20.24 11.56 24.16 9.92 -9879019.04 0.06 0.72 -0.67 -0.22 0.33 0.56 -0.60 854358.38 
24.470405 13.32 25.90 10.63 20.01 11.99 24.64 9.64 19.20 0.09 0.78 -0.67 -0.25 0.33 0.66 -0.60 -0.44 
22.577344 13.07 25.58 10.85 20.17 11.64 24.20 9.76 19.27 0.07 0.74 -0.67 -0.23 0.33 0.59 -0.60 -0.44 
12232770356625.015625 13.63 26.43 11.59 21.17 12.09 -17801590.04 10.45 -25565160.57 0.08 0.77 -0.64 -0.10 0.35 1334964.45 -0.58 1636473.35 
22.570059 13.09 25.60 10.86 20.19 11.66 24.23 9.78 19.30 0.07 0.74 -0.67 -0.23 0.33 0.60 -0.60 -0.44 
30.205997 13.45 26.47 11.25 21.18 12.03 25.08 10.17 20.25 0.09 0.76 -0.72 -0.28 0.33 0.61 -0.63 -0.48 
22.572044 13.06 25.55 10.83 20.14 11.63 24.18 9.75 19.25 0.07 0.74 -0.67 -0.23 0.33 0.59 -0.60 -0.44 
30.098699 13.54 26.36 10.00 19.62 12.21 24.96 8.97 18.66 0.12 0.84 -0.69 -0.30 0.31 0.74 -0.60 -0.47 
303254343733.048950 13.08 25.60 10.85 20.19 11.64 24.21 9.76 -4444022.62 0.07 0.74 -0.67 -0.23 0.33 0.59 -0.60 491406.38 
32.010509 11.26 22.30 9.81 17.64 9.92 20.85 8.77 16.55 0.00 0.58 -0.67 -0.34 0.32 0.40 -0.58 -0.51 
22.570555 13.08 25.59 10.85 20.18 11.65 24.22 9.77 19.30 0.07 0.74 -0.67 -0.23 0.33 0.59 -0.60 -0.45 
22.402393 13.15 25.71 10.89 20.27 11.74 24.36 9.83 19.40 0.07 0.75 -0.67 -0.22 0.34 0.61 -0.60 -0.42 
10163705220068.447266 13.45 26.18 11.29 20.83 11.98 24.88 10.20 -25727609.12 0.07 0.76 -0.66 -0.16 0.35 0.60 -0.59 1559096.24 
22.276717 13.00 25.48 10.90 20.19 11.59 24.13 9.83 19.31 0.06 0.73 -0.67 -0.22 0.33 0.59 -0.60 -0.42 
26.175231 12.13 23.89 10.36 18.93 10.76 22.50 9.32 17.96 0.03 0.66 -0.67 -0.28 0.33 0.52 -0.59 -0.45 
12185121173910.763672 12.80 25.07 10.68 19.77 11.38 23.73 9.61 -28170096.61 0.05 0.71 -0.68 -0.23 0.33 0.57 -0.60 1625546.57 
24.452480 13.48 26.52 11.42 21.29 12.09 25.15 10.37 20.37 0.09 0.76 -0.68 -0.23 0.35 0.63 -0.59 -0.43 
22.195109 13.00 25.47 10.85 20.13 11.60 24.13 9.79 19.26 0.06 0.73 -0.67 -0.23 0.33 0.59 -0.59 -0.42 
22.716848 13.21 25.80 10.54 19.92 11.84 24.45 9.51 19.02 0.08 0.77 -0.67 -0.23 0.33 0.66 -0.59 -0.42 
22.108495 13.01 25.48 10.85 20.13 11.57 24.07 9.76 19.20 0.06 0.73 -0.67 -0.22 0.34 0.59 -0.59 -0.43 
1261744979969.513184 12.88 25.21 11.11 20.23 11.41 23.81 10.01 -9064814.91 0.05 0.71 -0.65 -0.19 0.34 0.56 -0.57 805434.08 
22.102680 13.01 25.49 10.85 20.14 11.57 24.08 9.76 19.21 0.06 0.73 -0.67 -0.22 0.34 0.59 -0.59 -0.43 
24.419928 13.50 26.53 11.37 21.23 12.08 25.11 10.29 20.25 0.09 0.77 -0.68 -0.23 0.35 0.63 -0.59 -0.43 
22.099977 13.02 25.51 10.87 20.17 11.59 24.10 9.78 19.23 0.06 0.73 -0.67 -0.22 0.34 0.60 -0.59 -0.42 
22.709509 13.23 25.85 10.55 19.95 11.83 24.43 9.49 18.99 0.08 0.78 -0.67 -0.23 0.33 0.66 -0.59 -0.43 
22.102386 13.03 25.51 10.87 20.17 11.59 24.11 9.78 19.23 0.06 0.73 -0.67 -0.22 0.34 0.60 -0.59 -0.42 
1201164864976.170654 12.92 25.29 11.15 20.30 11.46 23.89 10.04 -8844523.67 0.05 0.71 -0.65 -0.19 0.34 0.56 -0.57 793103.80 
22.062249 13.04 25.54 10.87 20.19 11.61 24.14 9.79 19.25 0.07 0.73 -0.67 -0.22 0.34 0.60 -0.59 -0.42 
24.525645 13.53 26.59 11.38 21.27 12.12 25.17 10.31 20.29 0.09 0.77 -0.68 -0.23 0.35 0.64 -0.59 -0.42 
23.991228 13.08 25.62 10.72 20.09 11.66 24.22 9.65 19.15 0.07 0.74 -0.68 -0.24 0.33 0.62 -0.60 -0.44 
4304417211694.875488 13.26 25.93 11.01 20.50 11.81 24.54 9.92 -16742893.13 0.07 0.75 -0.67 -0.21 0.34 0.62 -0.59 1269101.32 
23.720022 12.60 24.75 10.61 19.56 11.19 23.32 9.54 18.58 0.05 0.70 -0.67 -0.25 0.33 0.57 -0.59 -0.43 
22.009484 12.97 25.42 10.88 20.15 11.53 24.02 9.79 19.22 0.06 0.73 -0.67 -0.22 0.34 0.59 -0.59 -0.42 
