Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
235.744018 11.09 20.31 9.13 15.42 11.63 20.65 9.25 16.14 0.76 1.74 0.22 0.84 0.98 1.84 0.36 0.98 
238.305321 11.15 20.43 9.18 15.53 11.69 20.75 9.30 16.25 0.76 1.75 0.22 0.84 0.98 1.82 0.36 0.98 
156.165407 5.03 9.04 4.41 6.68 5.68 9.27 4.25 7.38 0.61 1.30 0.24 0.68 0.74 1.45 0.29 0.74 
471.822976 9.74 18.35 4.55 9.62 10.40 18.48 5.82 10.58 0.86 1.90 0.61 1.22 1.11 2.04 0.66 1.29 
405.994281 5.11 8.38 9.64 9.16 5.17 8.89 4.88 8.83 0.63 1.41 0.33 1.14 0.83 1.48 0.46 1.23 
176.135908 17.33 32.56 8.69 21.91 17.52 32.25 10.20 23.19 1.47 2.78 0.23 0.64 1.48 2.84 0.31 0.84 
156.250325 5.03 9.04 4.41 6.68 5.31 8.49 4.06 6.84 0.61 1.30 0.24 0.68 0.67 1.42 0.33 0.77 
156.084284 5.03 9.04 4.41 6.68 6.64 11.56 5.27 9.49 0.61 1.30 0.24 0.68 0.78 1.47 0.25 0.76 
156.077365 5.03 9.04 4.41 6.68 6.53 11.34 5.19 9.26 0.61 1.30 0.24 0.68 0.78 1.46 0.22 0.75 
183.190206 5.03 8.46 4.41 6.90 6.53 11.02 5.19 9.24 0.61 1.30 0.24 0.74 0.78 1.45 0.22 0.78 
147.793409 5.03 10.07 4.41 6.98 6.53 11.72 5.19 9.68 0.61 1.33 0.24 0.66 0.78 1.49 0.22 0.73 
148.559215 5.03 10.03 4.41 6.93 6.53 12.92 5.19 9.62 0.61 1.34 0.24 0.66 0.78 1.45 0.22 0.74 
17.812416 -1.56 -2.17 -3.64 -6.89 0.16 -1.27 -1.96 -3.91 0.46 0.77 -0.10 0.02 0.57 1.04 -0.07 0.14 
81.359805 -5.99 -13.98 -15.83 -26.43 -4.85 -11.06 -13.69 -22.95 0.66 1.18 -0.05 -0.07 0.94 1.52 0.00 -0.00 
17.757254 -1.58 -2.23 -3.61 -6.89 0.13 -1.31 -1.94 -3.93 0.45 0.77 -0.10 0.02 0.56 1.04 -0.07 0.14 
57.084632 -9.60 -19.36 -4.20 -15.44 -8.23 -16.97 -6.74 -14.12 0.14 0.50 -0.72 0.05 0.36 0.58 -0.11 0.21 
44.670606 -7.61 -15.03 -5.47 -16.11 -6.17 -12.99 -6.53 -12.19 0.05 0.52 -0.08 -0.08 0.33 0.55 -0.15 -0.03 
10.722499 5.20 9.44 -0.96 -0.00 7.18 12.42 1.01 3.23 0.81 1.49 -0.08 0.07 0.97 1.56 0.00 0.20 
10.993689 5.20 9.44 -0.96 0.00 6.79 12.31 0.54 2.51 0.81 1.49 -0.08 0.07 0.96 1.57 -0.01 0.15 
7.822819 4.60 9.21 -1.98 -0.73 6.42 10.60 0.03 2.59 0.81 1.47 -0.11 -0.02 0.95 1.73 -0.03 0.12 
7.739711 4.60 9.21 -1.98 -0.72 6.61 11.01 0.07 2.95 0.81 1.47 -0.11 -0.02 0.95 1.69 -0.06 0.06 
16.740002 8.61 16.63 1.66 6.38 10.46 18.10 3.71 10.06 0.98 1.79 -0.05 0.13 1.10 2.01 0.02 0.22 
7.753477 4.60 9.21 -1.98 -0.72 6.57 10.94 0.07 2.89 0.81 1.47 -0.11 -0.02 0.95 1.69 -0.05 0.07 
12.936535 8.02 16.18 0.92 5.47 9.83 16.37 2.98 9.16 0.96 1.85 -0.07 0.09 1.09 1.98 0.00 0.18 
68.296991 14.97 28.81 7.18 18.16 16.45 30.53 9.23 21.85 1.27 2.26 0.01 0.34 1.35 2.54 0.11 0.45 
25.801087 4.08 4.97 -7.38 -9.03 4.80 7.12 -5.17 -5.04 1.07 1.76 -0.04 0.02 1.16 2.02 0.01 0.07 
7.031347 4.75 9.68 -1.55 0.19 6.71 11.12 0.51 3.89 0.84 1.50 -0.16 -0.11 0.94 1.70 -0.11 -0.03 
22.205722 -0.86 -1.89 -2.43 -4.44 1.16 0.41 -0.66 -1.07 0.46 0.93 -0.29 -0.26 0.54 1.01 -0.24 -0.18 
7.023575 4.74 9.67 -1.54 0.20 6.70 11.12 0.53 3.90 0.83 1.50 -0.16 -0.11 0.94 1.70 -0.11 -0.03 
9.892131 9.27 18.62 3.45 9.90 11.23 20.27 5.49 13.54 1.00 1.83 -0.10 0.04 1.07 1.97 -0.05 0.14 
6.046497 6.62 12.77 -0.49 2.46 8.34 14.25 1.58 6.21 0.93 1.63 -0.14 -0.07 1.03 1.83 -0.09 0.01 
5.343904 6.83 13.87 1.10 5.09 8.87 15.17 3.14 8.73 0.91 1.66 -0.12 -0.02 1.00 1.83 -0.07 0.07 
5.465866 6.91 14.04 1.17 5.25 9.16 15.67 3.46 9.32 0.91 1.67 -0.12 -0.01 1.00 1.85 -0.07 0.09 
9.834453 8.80 17.74 2.98 8.97 10.73 18.42 4.97 12.51 0.99 1.82 -0.09 0.05 1.07 1.96 -0.04 0.14 
5.757115 7.17 14.32 1.46 5.60 9.20 15.90 3.50 9.23 0.92 1.69 -0.11 -0.01 1.01 1.87 -0.07 0.08 
12.058815 5.90 12.02 1.24 4.27 8.20 13.92 3.18 7.76 0.78 1.42 -0.07 0.12 0.83 1.69 -0.02 0.20 
19.489342 8.93 14.39 -2.29 1.07 9.43 16.42 -0.08 5.10 1.23 2.15 -0.02 0.08 1.30 2.30 0.03 0.16 
2.857869 4.98 10.81 1.66 4.90 7.35 11.87 3.61 8.38 0.77 1.37 -0.20 -0.09 0.82 1.60 -0.16 -0.00 
4.098944 6.85 14.59 4.26 9.63 9.19 15.57 6.16 13.03 0.84 1.48 -0.18 -0.01 0.89 1.72 -0.13 0.09 
2.862959 4.98 10.82 1.66 4.90 7.37 12.06 3.61 8.43 0.77 1.37 -0.20 -0.09 0.82 1.61 -0.16 -0.01 
8.598244 4.05 9.01 0.45 2.77 6.50 10.23 2.44 6.33 0.76 1.36 -0.27 -0.20 0.82 1.61 -0.22 -0.12 
