Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
89.426448 -10.39 -20.00 -5.88 -15.33 -8.92 -16.87 -6.78 -14.31 0.25 0.62 -0.66 -0.41 0.45 0.78 -0.18 0.35 
82.494332 -10.33 -19.88 -5.82 -15.15 -8.85 -16.74 -6.72 -14.20 0.25 0.63 -0.66 -0.38 0.45 0.78 -0.18 0.35 
140.041356 -16.04 -31.40 -11.06 -25.37 -14.16 -30.50 -11.69 -23.26 0.13 0.40 -0.74 -0.40 0.36 0.46 -0.27 0.07 
28.430317 -4.63 -6.64 -4.17 -8.58 -3.03 -5.77 -3.40 -4.97 0.41 0.78 -0.09 0.08 0.57 1.08 -0.05 0.35 
436.422081 -4.75 -9.50 1.54 -7.78 -3.65 -5.69 -2.06 -5.72 0.46 1.14 -0.02 1.16 0.69 1.29 0.23 1.01 
41.205113 7.66 14.60 -0.63 4.25 8.29 16.28 0.98 8.87 1.26 2.34 -0.00 0.26 1.38 2.53 0.16 0.56 
27.939791 -4.63 -6.64 -4.17 -8.58 -2.53 -6.68 -2.65 -4.85 0.41 0.78 -0.09 0.08 0.50 0.99 -0.06 0.23 
26.353449 -4.63 -6.64 -4.17 -8.58 -1.90 -5.12 -2.32 -2.76 0.41 0.78 -0.09 0.08 0.58 1.10 -0.05 0.33 
26.182363 -4.63 -6.64 -4.17 -8.58 -2.00 -3.78 -2.37 -2.96 0.41 0.78 -0.09 0.08 0.57 1.08 -0.05 0.35 
28.483133 -4.63 -9.33 -4.17 -7.68 -2.00 -3.75 -2.37 -2.15 0.41 0.89 -0.09 0.10 0.57 1.08 -0.05 0.40 
25.142188 -4.63 -6.47 -4.17 -8.57 -2.00 -3.84 -2.37 -2.92 0.41 0.76 -0.09 0.06 0.57 1.08 -0.05 0.33 
25.224017 -4.63 -6.49 -4.17 -8.56 -2.00 -3.02 -2.37 -2.91 0.41 0.76 -0.09 0.07 0.57 1.05 -0.05 0.33 
74.915883 -5.86 -12.55 -14.71 -24.40 -3.74 -7.76 -12.27 -18.05 0.71 1.24 0.02 0.08 0.94 1.79 0.13 0.24 
25.033385 -4.59 -6.33 -4.05 -8.33 -1.96 -3.75 -2.27 -2.69 0.41 0.76 -0.09 0.07 0.57 1.09 -0.05 0.33 
262.832027 -0.17 1.74 4.89 0.61 2.17 4.96 2.75 4.42 0.47 1.12 0.22 0.90 0.72 1.31 0.21 0.86 
34.957305 -4.53 -5.97 -5.35 -9.73 -1.74 -3.50 -3.19 -3.67 0.44 0.81 -0.02 0.14 0.58 1.12 0.04 0.42 
125.568952 -13.20 -22.59 -9.00 -19.61 -10.37 -20.10 -8.42 -13.02 0.18 0.33 -0.68 -0.51 0.39 0.60 -0.26 -0.30 
63.586398 -11.57 -20.39 -7.59 -18.36 -9.00 -17.21 -8.23 -12.87 0.07 0.45 -0.09 -0.18 0.37 0.39 -0.20 -0.00 
70.031691 -0.69 -3.86 -12.04 -17.62 0.58 0.22 -9.50 -11.12 1.06 1.75 0.09 0.22 1.15 2.04 0.21 0.39 
51.879405 0.88 4.17 1.73 2.51 3.40 6.81 3.30 7.65 0.61 1.18 0.03 0.35 0.76 1.49 0.06 0.59 
24.839318 -4.58 -6.32 -4.07 -8.35 -1.78 -3.80 -2.07 -2.58 0.41 0.76 -0.09 0.07 0.56 1.04 -0.05 0.31 
34.437161 -1.20 -1.06 -7.13 -10.60 1.65 2.68 -4.51 -4.27 0.76 1.47 -0.00 0.13 0.97 1.78 0.10 0.39 
24.480484 -4.61 -6.38 -4.09 -8.39 -1.70 -3.32 -2.03 -2.19 0.41 0.76 -0.09 0.06 0.57 1.06 -0.05 0.32 
25.041467 -5.07 -6.93 -4.53 -8.53 -1.92 -4.18 -2.08 -2.01 0.48 0.88 -0.39 -0.18 0.60 1.19 -0.16 0.11 
24.509172 -4.61 -6.37 -4.08 -8.38 -1.72 -3.30 -2.04 -2.23 0.41 0.76 -0.09 0.06 0.57 1.09 -0.05 0.33 
38.796415 1.20 4.97 1.90 3.21 4.08 7.96 3.91 9.02 0.66 1.28 -0.03 0.29 0.79 1.55 0.04 0.57 
25.155824 -4.61 -6.60 -4.16 -8.72 -1.69 -3.32 -2.08 -2.49 0.41 0.76 -0.09 0.07 0.57 1.04 -0.05 0.33 
31.986533 -3.57 -4.01 -4.78 -8.20 -0.45 -1.23 -2.25 -1.57 0.50 0.94 -0.02 0.16 0.61 1.21 0.06 0.42 
24.462141 -4.66 -6.46 -4.11 -8.46 -1.75 -3.44 -2.06 -2.26 0.40 0.75 -0.09 0.06 0.57 1.05 -0.05 0.32 
73.825500 -12.79 -22.17 -8.79 -22.10 -9.90 -19.20 -8.64 -17.54 0.06 0.08 -0.16 0.03 0.35 0.32 -0.20 0.15 
24.466340 -4.65 -6.44 -4.12 -8.47 -1.74 -3.63 -2.06 -2.27 0.40 0.75 -0.09 0.06 0.57 1.05 -0.05 0.32 
31.664933 -1.07 -0.79 -6.98 -10.32 1.83 3.37 -4.33 -3.54 0.77 1.48 -0.01 0.12 0.99 1.85 0.09 0.39 
23.991642 -4.16 -5.49 -3.39 -7.21 -1.25 -2.22 -1.42 -0.95 0.41 0.77 -0.07 0.09 0.59 1.07 -0.05 0.34 
41.818752 1.72 5.97 2.38 4.16 4.60 9.06 4.38 9.98 0.67 1.31 -0.02 0.31 0.81 1.60 0.04 0.59 
26.447270 -4.13 -5.23 -3.54 -7.23 -1.15 -2.06 -1.48 -0.81 0.42 0.79 -0.05 0.12 0.60 1.08 -0.02 0.38 
29.790802 -2.78 -2.74 -4.19 -7.10 0.32 0.47 -1.78 -0.35 0.53 0.96 -0.02 0.16 0.64 1.27 0.05 0.45 
33.830667 -8.04 -13.19 -5.21 -12.33 -5.17 -9.68 -4.36 -6.06 0.23 0.61 -0.13 -0.06 0.48 0.68 -0.14 0.16 
23.992089 -4.13 -5.42 -3.37 -7.16 -1.23 -2.17 -1.39 -0.90 0.41 0.77 -0.07 0.09 0.59 1.07 -0.05 0.35 
24.686815 -2.65 -3.00 -5.03 -8.47 0.42 0.50 -2.60 -1.95 0.58 1.05 -0.05 0.09 0.62 1.35 0.02 0.38 
27.698754 -4.03 -5.53 -3.34 -7.27 -1.18 -2.02 -1.43 -1.11 0.39 0.79 -0.03 0.13 0.59 1.06 -0.03 0.38 
24.702743 -3.56 -4.23 -3.96 -7.34 -0.53 -1.06 -1.68 -0.78 0.47 0.87 -0.06 0.10 0.61 1.17 -0.01 0.39 
20.937392 -2.84 -2.86 -2.25 -4.77 0.09 0.32 -0.19 1.46 0.48 0.91 -0.08 0.11 0.64 1.20 -0.04 0.38 
15.874985 -2.74 -2.53 -1.85 -4.04 0.22 0.55 0.21 2.21 0.50 0.95 -0.14 0.07 0.66 1.23 -0.06 0.35 
12.571230 -2.92 -2.84 -1.67 -3.88 0.04 0.20 0.33 2.35 0.50 0.94 -0.22 0.01 0.66 1.25 -0.09 0.31 
11.599858 -3.12 -3.26 -1.64 -3.79 -0.11 -0.12 0.41 2.54 0.51 0.96 -0.34 -0.06 0.67 1.26 -0.11 0.26 
8.156445 -1.82 -0.86 -0.50 -1.48 1.17 2.33 1.62 4.78 0.57 1.08 -0.36 -0.05 0.72 1.39 -0.12 0.29 
7.569270 -1.78 -0.78 0.28 -0.49 1.15 2.45 2.15 5.66 0.57 1.07 -0.40 -0.08 0.72 1.39 -0.07 0.30 
6.902964 -1.34 0.05 0.33 -0.04 1.64 3.30 2.41 6.23 0.60 1.13 -0.41 -0.07 0.74 1.45 -0.11 0.30 
6.909888 -1.36 0.02 0.31 -0.07 1.68 3.27 2.45 6.24 0.60 1.12 -0.41 -0.07 0.74 1.44 -0.11 0.29 
7.290583 -1.42 -0.07 0.28 -0.15 1.56 3.04 2.36 6.13 0.60 1.12 -0.42 -0.09 0.74 1.44 -0.12 0.29 
6.892417 -1.33 0.03 0.33 -0.08 1.67 3.40 2.42 6.27 0.60 1.13 -0.41 -0.07 0.74 1.44 -0.12 0.30 
6.996728 -1.29 0.05 0.34 -0.09 1.71 3.37 2.46 6.21 0.60 1.14 -0.41 -0.08 0.75 1.46 -0.12 0.29 
7.299199 -1.60 -0.45 0.40 -0.16 1.37 2.91 2.37 6.16 0.59 1.10 -0.42 -0.08 0.74 1.44 -0.09 0.31 
6.297864 -0.44 1.58 -0.07 -0.02 2.65 4.97 2.30 6.36 0.66 1.23 -0.37 -0.07 0.78 1.53 -0.17 0.29 
7.338936 -0.89 0.69 -0.33 -0.68 2.17 4.08 2.01 5.69 0.63 1.19 -0.39 -0.09 0.76 1.49 -0.18 0.27 
4.742027 1.25 4.78 1.06 2.59 4.41 8.21 3.52 8.97 0.75 1.41 -0.36 -0.03 0.85 1.69 -0.16 0.34 
4.735807 1.46 5.24 1.07 2.89 4.72 8.70 3.64 9.42 0.78 1.48 -0.40 -0.06 0.87 1.75 -0.19 0.31 
4.604316 1.43 5.17 1.43 3.29 4.62 8.66 3.95 9.78 0.77 1.46 -0.42 -0.05 0.87 1.74 -0.21 0.31 
5.338818 2.91 7.92 2.06 5.05 6.20 11.51 4.59 11.50 0.85 1.59 -0.35 0.01 0.95 1.90 -0.15 0.38 
4.573121 1.36 5.03 1.44 3.24 4.54 8.57 3.95 9.71 0.76 1.44 -0.41 -0.04 0.87 1.73 -0.21 0.32 
4.472668 1.52 5.31 1.67 3.58 4.67 8.81 4.16 9.97 0.77 1.45 -0.41 -0.04 0.87 1.74 -0.21 0.32 
4.445883 1.47 5.25 1.68 3.59 4.62 8.77 4.15 10.00 0.76 1.44 -0.41 -0.04 0.87 1.73 -0.21 0.33 
6.398284 1.57 5.49 2.16 4.28 4.69 8.96 4.62 10.68 0.77 1.46 -0.42 0.03 0.88 1.76 -0.22 0.34 
4.465592 1.48 5.26 1.70 3.62 4.57 8.79 4.11 9.99 0.76 1.44 -0.41 -0.04 0.87 1.74 -0.21 0.33 
5.091641 1.26 4.88 1.94 3.73 4.39 8.61 4.37 10.30 0.75 1.41 -0.42 -0.00 0.87 1.71 -0.21 0.34 
5.108089 1.21 4.86 1.92 3.75 4.30 8.30 4.33 10.15 0.74 1.41 -0.42 -0.00 0.86 1.71 -0.20 0.34 
4.384893 2.04 6.24 1.86 4.17 5.22 9.81 4.36 10.58 0.80 1.50 -0.42 -0.04 0.89 1.79 -0.22 0.32 
4.528344 1.81 5.78 1.38 3.40 5.04 9.36 3.92 9.85 0.79 1.49 -0.41 -0.07 0.88 1.77 -0.22 0.30 
4.850273 1.36 4.88 1.25 2.88 4.46 8.50 3.69 9.26 0.76 1.44 -0.44 -0.08 0.87 1.76 -0.24 0.28 
4.362789 2.82 7.67 2.12 4.99 6.06 11.36 4.62 11.37 0.84 1.57 -0.39 -0.03 0.94 1.92 -0.20 0.34 
4.457831 2.87 7.77 2.12 5.06 6.14 11.41 4.65 11.48 0.85 1.59 -0.40 -0.04 0.96 1.90 -0.20 0.34 
4.541034 3.19 8.30 2.31 5.45 6.44 12.00 4.81 11.77 0.86 1.61 -0.39 -0.03 1.00 1.97 -0.20 0.34 
4.369991 2.79 7.61 2.08 4.93 6.03 11.32 4.59 11.30 0.84 1.57 -0.39 -0.03 0.94 1.91 -0.19 0.34 
4.533054 2.93 7.85 1.77 4.63 6.24 11.49 4.31 11.06 0.86 1.60 -0.37 -0.04 1.01 1.95 -0.18 0.34 
4.366179 2.85 7.71 2.18 5.08 6.08 11.41 4.69 11.45 0.84 1.57 -0.39 -0.03 0.94 1.92 -0.20 0.34 
4.407422 2.83 7.66 2.19 5.07 6.06 11.47 4.70 11.52 0.84 1.57 -0.39 -0.03 0.94 1.92 -0.19 0.35 
4.359740 2.84 7.72 2.14 5.05 6.06 11.42 4.63 11.42 0.84 1.57 -0.39 -0.03 0.94 1.93 -0.20 0.34 
4.701216 2.84 7.79 2.58 5.64 5.99 11.41 5.04 11.96 0.83 1.56 -0.39 -0.01 0.92 1.89 -0.19 0.36 
4.360776 2.94 7.87 2.15 5.12 6.18 11.59 4.65 11.50 0.85 1.58 -0.39 -0.04 0.96 1.95 -0.20 0.34 
4.200285 2.54 7.10 1.91 4.51 5.69 10.79 4.35 10.83 0.82 1.54 -0.39 -0.04 0.92 1.89 -0.20 0.33 
4.268054 2.27 6.55 1.43 3.67 5.45 10.26 3.87 10.02 0.81 1.51 -0.38 -0.05 0.92 1.87 -0.19 0.31 
4.182841 2.55 7.13 2.00 4.62 5.69 10.79 4.43 10.93 0.82 1.53 -0.39 -0.04 0.91 1.88 -0.19 0.34 
4.129812 2.24 6.61 2.21 4.69 5.29 10.22 4.56 10.90 0.79 1.49 -0.39 -0.03 0.89 1.81 -0.20 0.34 
4.208099 2.41 6.86 2.47 5.06 5.40 10.46 4.77 11.17 0.79 1.49 -0.39 -0.02 0.90 1.81 -0.20 0.35 
4.104716 2.24 6.61 2.15 4.62 5.28 10.17 4.50 10.81 0.79 1.49 -0.39 -0.03 0.89 1.81 -0.20 0.34 
4.174349 2.17 6.47 1.84 4.16 5.23 10.01 4.18 10.35 0.79 1.48 -0.37 -0.03 0.89 1.82 -0.18 0.34 
4.260681 2.63 7.32 2.28 5.03 5.69 10.92 4.64 11.21 0.81 1.53 -0.38 -0.02 0.91 1.86 -0.18 0.35 
4.375933 1.62 5.50 1.97 4.01 4.64 8.99 4.32 10.27 0.76 1.44 -0.42 -0.03 0.87 1.74 -0.23 0.31 
