Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
74.382490 0.25 -0.95 -6.35 -10.82 1.18 1.08 -5.16 -8.85 0.53 1.11 0.13 0.36 0.70 1.29 0.17 0.40 
75.271772 0.31 -0.82 -6.30 -10.69 1.25 1.23 -5.09 -8.69 0.53 1.12 0.13 0.36 0.70 1.30 0.18 0.40 
56.919771 -5.57 -10.89 -11.01 -19.24 -4.43 -8.85 -9.81 -17.15 0.37 0.74 -0.03 0.04 0.55 0.85 -0.02 0.13 
151.209394 -1.40 -4.28 -10.88 -17.28 -0.49 -2.59 -9.60 -15.09 0.73 1.41 0.33 0.54 0.89 1.73 0.36 0.64 
44.856310 -4.11 -8.72 -0.25 -9.31 -3.09 -6.55 -2.92 -6.22 0.22 0.65 0.04 0.22 0.48 0.83 0.01 0.11 
69.428768 9.33 18.47 4.40 11.73 10.78 20.46 5.64 13.74 1.07 2.15 0.05 0.40 1.15 2.22 0.09 0.60 
44.155455 -4.11 -8.72 -0.25 -9.31 -2.65 -5.73 -3.00 -5.36 0.22 0.65 0.04 0.22 0.42 0.76 0.09 0.17 
42.360925 -4.11 -8.72 -0.25 -9.31 -1.97 -4.29 -1.90 -3.97 0.22 0.65 0.04 0.22 0.49 0.83 0.05 0.10 
42.523857 -4.11 -8.72 -0.25 -9.31 -2.07 -4.51 -1.90 -4.16 0.22 0.65 0.04 0.22 0.48 0.82 0.02 0.11 
45.125191 -4.11 -8.97 -0.25 -9.56 -1.97 -4.55 -1.90 -4.20 0.22 0.67 0.04 0.23 0.49 0.85 0.05 0.10 
38.221689 -4.11 -7.21 -0.25 -8.23 -1.97 -3.22 -1.90 -2.91 0.22 0.42 0.04 0.20 0.49 0.84 0.05 0.09 
34.486329 -4.11 -7.33 -0.25 -8.18 -1.97 -3.16 -1.90 -2.88 0.22 0.42 0.04 0.17 0.49 0.77 0.05 0.09 
161.225537 -14.57 -28.60 -7.81 -24.00 -12.55 -23.72 -11.31 -23.40 -0.00 0.05 -0.38 0.44 0.26 0.32 -0.06 0.40 
34.441959 -4.11 -7.36 -0.27 -8.22 -1.98 -3.19 -1.90 -2.92 0.22 0.42 0.04 0.17 0.49 0.77 0.05 0.09 
93.713599 -1.99 -4.27 -0.56 -6.24 0.17 1.09 -0.89 -1.76 0.26 0.94 0.38 0.46 0.60 0.99 0.10 0.49 
59.577538 -2.44 -4.32 1.58 -3.68 -0.33 -0.14 -0.28 1.34 0.31 0.60 0.11 0.35 0.56 0.89 0.23 0.31 
70.438586 -0.69 -2.46 -3.70 -7.85 1.36 2.47 -1.73 -3.94 0.37 0.94 0.14 0.38 0.65 0.98 0.13 0.37 
54.056511 8.70 18.00 3.20 9.66 11.09 22.39 5.43 14.03 1.06 2.05 0.05 0.34 1.15 2.30 0.08 0.53 
52.213253 -9.92 -18.81 -5.99 -17.52 -7.71 -14.04 -7.00 -11.92 0.07 0.25 -0.11 -0.12 0.35 0.47 -0.04 -0.19 
34.208073 -4.11 -7.35 -0.27 -8.21 -1.80 -2.84 -1.92 -2.52 0.22 0.42 0.04 0.17 0.48 0.71 0.07 0.11 
39.915496 -4.82 -9.15 -2.27 -10.38 -2.46 -3.93 -3.02 -4.99 0.19 0.72 0.14 0.17 0.48 0.65 0.02 0.19 
33.927382 -4.06 -7.27 -0.29 -8.18 -1.65 -2.54 -1.63 -2.34 0.22 0.42 0.04 0.17 0.49 0.78 0.05 0.09 
39.831598 -3.30 -6.99 -3.48 -9.05 -0.95 -1.54 -1.88 -4.72 0.25 0.76 0.08 0.20 0.51 0.78 -0.06 0.20 
33.971281 -4.03 -7.22 -0.29 -8.14 -1.60 -2.45 -1.61 -2.26 0.22 0.43 0.04 0.17 0.49 0.78 0.06 0.09 
48.809933 2.47 5.67 0.86 1.81 5.12 10.69 3.09 6.36 0.63 1.17 0.03 0.34 0.70 1.35 0.01 0.44 
35.503408 -4.01 -7.34 -0.14 -7.98 -1.60 -2.47 -1.57 -2.21 0.22 0.43 0.04 0.19 0.49 0.76 0.06 0.10 
44.232967 -3.87 -7.10 0.24 -6.47 -1.38 -2.12 -1.56 -1.17 0.25 0.44 0.08 0.25 0.52 0.71 0.22 0.19 
33.846581 -4.39 -7.77 -0.48 -8.40 -1.97 -2.91 -1.91 -2.60 0.21 0.40 0.03 0.17 0.48 0.76 0.05 0.07 
75.726573 -11.98 -22.48 -7.38 -20.84 -9.40 -17.25 -8.87 -14.99 0.00 -0.05 -0.14 -0.25 0.30 0.34 -0.03 -0.24 
34.083143 -4.50 -8.01 -0.79 -8.76 -2.07 -3.07 -2.07 -2.98 0.21 0.39 0.05 0.16 0.48 0.74 0.04 0.09 
39.548983 -4.74 -8.95 -1.96 -9.94 -2.28 -3.30 -2.68 -4.40 0.19 0.75 0.14 0.18 0.49 0.75 0.01 0.17 
35.659388 -3.27 -5.46 -0.27 -6.65 -0.84 -0.70 -0.72 -0.83 0.26 0.52 0.02 0.21 0.52 0.86 0.05 0.13 
63.146557 2.91 6.55 2.40 3.59 5.41 11.39 4.40 7.99 0.58 1.09 0.07 0.40 0.70 1.31 0.05 0.46 
