Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
76.274101 8.58 15.59 12.58 16.96 9.04 17.28 9.80 18.41 0.46 1.06 -0.09 0.44 0.79 1.39 0.13 0.41 
77.605375 8.65 15.71 12.64 17.06 9.11 17.42 9.86 18.52 0.46 1.07 -0.09 0.44 0.79 1.40 0.14 0.42 
349.556569 1.75 1.76 7.06 4.44 2.44 4.41 3.50 6.25 0.50 1.24 -0.03 1.06 0.71 1.30 0.36 1.09 
138.861033 14.13 28.11 17.07 25.12 14.83 28.59 14.24 26.90 0.54 1.22 0.02 0.57 0.93 1.59 0.17 0.54 
165.852503 7.25 11.80 11.43 11.76 7.07 13.59 8.20 13.33 0.70 1.19 0.16 0.70 0.91 1.42 0.25 0.75 
165.797866 22.19 43.75 21.42 41.70 23.51 44.69 22.28 43.16 1.15 2.13 -0.38 0.45 1.37 2.47 -0.13 0.65 
76.318863 8.58 15.59 12.58 16.96 9.69 18.33 9.50 18.43 0.46 1.06 -0.09 0.44 0.80 1.28 0.21 0.72 
76.912448 8.58 15.59 12.58 16.96 9.18 17.61 10.77 19.00 0.46 1.06 -0.09 0.44 0.79 1.34 0.07 0.44 
76.193736 8.58 15.59 12.58 16.96 8.96 17.10 9.84 18.16 0.46 1.06 -0.09 0.44 0.79 1.41 0.08 0.41 
70.709570 8.58 15.13 12.58 16.77 8.96 16.74 9.84 17.96 0.46 1.08 -0.09 0.42 0.79 1.41 0.08 0.40 
82.190962 8.58 16.15 12.58 17.02 8.96 17.58 9.84 18.25 0.46 1.11 -0.09 0.46 0.79 1.42 0.08 0.43 
