Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
80.160193 -7.61 -15.02 -1.44 -16.81 -7.58 -16.99 -7.70 -18.08 0.28 0.28 -0.31 -0.39 0.36 0.38 -0.14 -0.37 
79.072688 -7.55 -14.91 -1.38 -16.70 -7.61 -16.79 -7.64 -17.97 0.28 0.28 -0.31 -0.39 0.34 0.41 -0.14 -0.37 
16.333640 -1.72 -3.79 2.77 -5.98 -1.14 -4.85 -2.27 -7.17 0.35 0.40 -0.14 -0.09 0.47 0.51 0.03 0.18 
37.002570 -4.41 -7.58 2.70 -12.63 -3.88 -10.12 -4.01 -14.08 0.99 0.82 -0.06 0.06 1.14 0.84 -0.06 0.15 
285.423309 14.31 27.41 17.66 26.00 14.09 26.44 12.78 24.49 0.72 1.64 0.08 0.90 0.96 1.82 0.36 1.16 
16.743888 -1.72 -3.79 2.77 -5.98 -1.25 -5.39 -2.55 -7.34 0.35 0.40 -0.14 -0.09 0.38 0.41 0.06 0.11 
14.107767 -1.72 -3.79 2.77 -5.98 -0.62 -1.76 -1.22 -5.27 0.35 0.40 -0.14 -0.09 0.58 0.58 0.03 0.14 
14.298740 -1.72 -3.79 2.77 -5.98 -0.65 -2.62 -1.07 -5.47 0.35 0.40 -0.14 -0.09 0.55 0.57 -0.02 0.13 
14.176846 -1.72 -3.07 2.77 -6.28 -0.62 -1.37 -1.22 -5.57 0.35 0.42 -0.14 -0.09 0.58 0.49 0.03 0.16 
13.759488 -1.72 -3.56 2.77 -5.48 -0.62 -1.62 -1.22 -4.73 0.35 0.37 -0.14 -0.10 0.58 0.59 0.03 0.03 
12.951844 -1.72 -3.62 2.77 -4.53 -0.62 -1.55 -1.22 -3.82 0.35 0.38 -0.14 -0.09 0.58 0.60 0.03 0.12 
388.135931 -19.16 -36.47 -8.71 -39.95 -18.17 -35.18 -15.35 -39.00 0.37 -0.33 -0.01 -0.97 0.50 -0.12 -0.40 -1.13 
12.668281 -1.66 -3.49 2.83 -4.41 -0.55 -1.52 -1.16 -3.70 0.35 0.39 -0.14 -0.09 0.58 0.60 0.03 0.12 
225.089540 14.97 28.44 17.18 26.99 15.51 31.34 14.33 28.88 0.74 1.67 0.14 0.77 1.04 1.55 0.35 0.94 
30.535354 -4.39 -8.61 0.83 -9.28 -3.27 -6.35 -3.61 -8.58 0.32 0.34 -0.23 -0.22 0.46 0.50 -0.07 -0.22 
12.834916 -1.67 -3.50 2.81 -4.43 -0.80 -1.82 -1.09 -3.87 0.35 0.39 -0.14 -0.09 0.59 0.58 0.02 0.08 
19.575014 -2.69 -4.90 3.76 -7.06 -1.67 -2.98 -1.73 -6.50 0.78 0.55 -0.08 0.02 0.89 0.78 -0.04 0.15 
12.457633 -1.68 -3.53 2.80 -4.46 -0.57 -1.36 -0.91 -3.34 0.35 0.38 -0.14 -0.09 0.59 0.57 0.03 0.09 
133.962854 -10.50 -20.27 -2.86 -22.19 -9.49 -18.16 -8.27 -21.05 0.49 -0.04 -0.15 -0.56 0.59 0.14 -0.18 -0.32 
12.460384 -1.68 -3.53 2.81 -4.45 -0.57 -1.36 -0.99 -3.27 0.35 0.38 -0.14 -0.09 0.59 0.57 0.06 0.10 
60.931558 7.05 13.39 10.20 12.92 7.88 15.75 6.98 13.92 0.49 0.89 0.08 0.39 0.78 1.11 0.21 0.53 
12.482134 -1.68 -3.76 2.80 -4.40 -0.57 -1.56 -0.92 -3.27 0.35 0.38 -0.14 -0.09 0.59 0.56 0.03 0.08 
26.922830 -3.93 -7.69 1.17 -8.32 -2.78 -5.42 -2.93 -7.20 0.32 0.36 -0.22 -0.21 0.47 0.51 -0.06 -0.19 
12.330667 -1.69 -3.50 2.79 -4.36 -0.58 -1.30 -0.92 -3.22 0.35 0.38 -0.14 -0.09 0.59 0.57 0.03 0.06 
18.754285 -2.53 -4.54 3.89 -6.64 -1.52 -2.34 -1.34 -5.63 0.78 0.55 -0.08 0.03 0.90 0.76 -0.03 0.14 
12.354045 -1.72 -3.57 2.76 -4.17 -0.61 -1.37 -0.94 -3.06 0.35 0.38 -0.14 -0.09 0.59 0.57 0.03 0.08 
28.574883 -3.93 -7.65 1.18 -8.26 -2.79 -5.33 -2.93 -7.13 0.33 0.35 -0.22 -0.23 0.48 0.51 -0.06 -0.21 
18.245854 -2.81 -5.59 1.71 -6.71 -1.73 -3.42 -1.74 -5.45 0.34 0.33 -0.17 -0.14 0.61 0.50 -0.00 0.05 
107.680255 -8.88 -17.27 -1.88 -18.74 -7.87 -15.15 -7.10 -17.74 0.48 -0.01 -0.14 -0.51 0.59 0.18 -0.12 -0.20 
12.504113 2.77 5.15 7.09 4.50 3.95 7.41 3.07 5.69 0.42 0.62 0.00 0.13 0.54 0.83 0.14 0.19 
12.280641 -1.68 -3.48 2.80 -4.34 -0.57 -1.27 -0.91 -3.20 0.35 0.38 -0.14 -0.09 0.59 0.57 0.03 0.06 
10.652923 -1.03 -2.45 3.20 -3.31 0.08 -0.26 -0.55 -2.11 0.34 0.36 -0.09 -0.04 0.58 0.55 0.06 0.11 
10.234109 -0.87 -2.26 3.78 -2.68 0.30 -0.00 -0.60 -1.55 0.32 0.36 -0.05 -0.04 0.51 0.54 0.07 0.04 
9.354763 -0.70 -1.84 3.54 -2.33 0.45 0.41 -0.38 -1.36 0.35 0.40 -0.10 -0.04 0.55 0.60 0.08 0.08 
