Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
21.492578 4.87 8.13 7.80 8.51 4.77 8.22 5.63 9.16 0.46 1.08 -0.34 0.21 0.72 1.22 -0.05 0.10 
22.026871 4.93 8.25 7.86 8.61 4.85 8.37 5.69 9.29 0.46 1.08 -0.34 0.21 0.72 1.23 -0.05 0.11 
54.195650 9.95 19.18 8.42 14.57 10.06 18.67 8.10 14.35 0.64 1.18 -0.06 0.36 0.87 1.56 0.04 0.46 
157.979294 4.68 6.15 10.71 8.66 3.84 6.53 5.96 8.78 0.57 1.30 -0.15 0.69 0.81 1.38 0.17 0.65 
34.872377 17.41 33.64 12.03 25.82 17.50 32.93 12.21 25.98 1.22 2.10 -0.34 -0.07 1.28 2.32 -0.17 0.13 
21.496700 4.87 8.13 7.80 8.51 5.68 9.99 6.14 10.92 0.46 1.08 -0.34 0.21 0.72 1.25 0.01 0.15 
21.492747 4.87 8.13 7.80 8.51 4.80 8.34 5.73 9.28 0.46 1.08 -0.34 0.21 0.72 1.20 -0.05 0.07 
21.493443 4.87 8.13 7.80 8.51 4.73 8.12 5.53 9.06 0.46 1.08 -0.34 0.21 0.72 1.23 -0.04 0.12 
32.565544 4.87 7.75 7.80 7.99 4.77 7.88 5.63 8.91 0.46 1.08 -0.34 0.28 0.72 1.23 -0.05 0.13 
21.248235 4.87 10.06 7.80 9.43 4.77 9.20 5.63 10.19 0.46 0.82 -0.34 0.21 0.72 1.25 -0.05 0.06 
11.908715 4.87 10.01 7.80 9.34 4.77 9.47 5.63 10.10 0.46 0.81 -0.34 0.14 0.72 1.17 -0.05 0.03 
46.738437 0.85 1.22 -3.15 -5.85 1.26 1.75 -3.08 -5.78 0.46 0.75 -0.44 -0.40 0.55 0.84 -0.30 -0.27 
191.295275 1.78 2.67 7.15 5.06 1.33 2.79 3.32 5.92 0.39 0.90 -0.29 0.76 0.66 1.03 0.01 0.40 
11.777940 4.88 10.02 7.79 9.34 4.77 9.48 5.63 10.09 0.46 0.81 -0.34 0.14 0.72 1.17 -0.05 0.03 
8.551682 7.17 13.93 7.23 11.52 7.23 14.23 6.60 11.29 0.56 1.11 -0.20 0.10 0.77 1.28 -0.09 0.20 
12.318145 9.27 18.17 8.02 14.07 9.48 18.27 7.79 13.89 0.68 1.17 -0.22 0.12 0.86 1.39 -0.09 0.24 
16.341753 12.02 23.73 8.51 17.33 12.46 24.11 8.52 17.24 0.86 1.49 -0.22 0.09 0.96 1.63 -0.07 0.25 
8.464933 7.17 13.93 7.23 11.52 6.99 13.73 6.37 10.80 0.56 1.11 -0.20 0.10 0.77 1.28 -0.09 0.20 
2.368674 5.17 9.76 1.64 3.02 5.20 9.70 1.35 2.46 0.55 0.98 -0.26 -0.07 0.69 1.08 -0.14 0.06 
2.369692 5.17 9.76 1.64 3.02 5.20 9.70 1.35 2.46 0.55 0.98 -0.26 -0.07 0.68 1.08 -0.14 0.06 
16.911436 -0.43 -2.08 -2.53 -6.63 -0.66 -1.32 -3.03 -7.26 0.25 0.68 -0.25 -0.07 0.57 0.61 -0.14 0.02 
2.369971 5.17 9.76 1.64 3.02 5.18 9.70 1.36 2.45 0.55 0.98 -0.26 -0.07 0.70 1.08 -0.14 0.07 
4.272741 8.72 16.19 1.49 5.44 8.64 16.09 1.38 5.08 0.83 1.46 -0.24 -0.08 1.06 1.54 -0.09 0.07 
2.399334 5.17 9.73 1.64 2.96 5.20 9.69 1.35 2.41 0.55 0.98 -0.26 -0.07 0.69 1.09 -0.14 0.06 
3.511314 4.76 8.88 0.83 1.63 4.79 8.82 0.57 1.09 0.54 0.97 -0.26 -0.08 0.68 1.09 -0.14 0.05 
2.957196 4.51 8.63 1.66 2.72 4.54 8.57 1.37 2.21 0.51 0.90 -0.29 -0.10 0.68 1.03 -0.17 0.02 
4.726935 6.73 12.44 1.78 4.23 6.56 11.70 1.21 3.02 0.69 1.19 -0.30 -0.14 0.79 1.28 -0.16 -0.01 
2.511886 6.91 12.65 1.65 4.01 7.21 12.88 1.60 3.81 0.68 1.20 -0.24 -0.06 0.77 1.30 -0.11 0.08 
4.554749 4.43 8.55 1.70 2.81 4.57 8.57 1.49 2.45 0.52 0.90 -0.31 -0.15 0.68 1.04 -0.19 -0.02 
1.424221 5.97 11.48 3.07 5.47 5.98 11.39 2.75 4.88 0.57 1.00 -0.25 -0.02 0.72 1.14 -0.13 0.10 
3.378100 6.08 11.67 3.65 6.16 6.02 11.56 3.25 5.52 0.55 0.97 -0.22 0.04 0.73 1.14 -0.10 0.15 
1.358050 5.73 10.99 3.09 5.27 5.69 10.82 2.71 4.62 0.55 0.96 -0.26 -0.03 0.72 1.12 -0.13 0.09 
1.287852 6.93 13.29 3.48 6.68 6.90 13.01 3.10 5.92 0.63 1.11 -0.25 -0.03 0.74 1.22 -0.13 0.10 
1.392548 6.94 13.28 3.38 6.54 6.91 13.00 2.99 5.76 0.63 1.12 -0.25 -0.03 0.74 1.22 -0.13 0.10 
0.921565 7.01 13.58 4.08 7.64 7.02 13.29 3.72 6.93 0.63 1.09 -0.27 -0.05 0.76 1.23 -0.15 0.08 
0.735087 6.54 12.77 4.07 7.34 6.48 12.31 3.64 6.56 0.60 1.03 -0.28 -0.06 0.75 1.20 -0.16 0.07 
0.698249 6.54 12.85 4.31 7.70 6.51 12.39 3.89 6.97 0.60 1.02 -0.29 -0.07 0.75 1.17 -0.16 0.06 
0.694439 6.54 12.84 4.30 7.71 6.51 12.42 3.89 6.97 0.60 1.02 -0.29 -0.07 0.75 1.18 -0.16 0.06 
0.915833 6.75 13.41 5.62 9.55 6.62 12.84 5.06 8.72 0.59 0.99 -0.28 -0.03 0.77 1.25 -0.16 0.09 
0.694663 6.54 12.84 4.30 7.71 6.51 12.42 3.89 6.97 0.60 1.02 -0.29 -0.07 0.75 1.18 -0.17 0.06 
1.395175 5.90 11.63 3.82 6.71 5.85 11.17 3.39 5.95 0.58 0.97 -0.31 -0.11 0.73 1.13 -0.19 0.02 
0.901701 6.22 12.24 4.06 7.21 6.18 11.81 3.64 6.46 0.59 1.00 -0.30 -0.09 0.74 1.15 -0.18 0.04 
0.762905 6.79 13.32 4.35 8.00 6.80 12.97 3.98 7.32 0.62 1.06 -0.28 -0.06 0.76 1.21 -0.16 0.07 
0.631118 6.25 12.29 4.23 7.39 6.22 11.91 3.81 6.68 0.58 0.99 -0.29 -0.07 0.75 1.15 -0.17 0.06 
0.589093 6.02 11.83 4.16 7.11 5.97 11.46 3.73 6.41 0.57 0.96 -0.29 -0.06 0.74 1.14 -0.16 0.06 
0.607185 5.84 11.48 4.05 6.83 5.76 11.07 3.59 6.10 0.56 0.94 -0.29 -0.06 0.73 1.12 -0.16 0.06 
0.657688 6.24 12.18 4.14 7.16 6.21 11.83 3.74 6.50 0.58 0.98 -0.28 -0.05 0.74 1.15 -0.15 0.08 
0.586153 6.01 11.83 4.20 7.17 5.97 11.48 3.78 6.49 0.57 0.96 -0.29 -0.07 0.74 1.14 -0.17 0.06 
0.865420 5.48 10.78 3.81 6.29 5.44 10.46 3.39 5.63 0.54 0.91 -0.30 -0.08 0.72 1.10 -0.17 0.04 
0.517693 6.10 12.03 4.46 7.56 6.04 11.64 4.01 6.86 0.57 0.96 -0.29 -0.06 0.74 1.15 -0.16 0.07 
0.483428 6.01 11.89 4.95 8.11 5.91 11.46 4.42 7.38 0.55 0.92 -0.29 -0.04 0.74 1.18 -0.16 0.07 
0.539001 6.12 12.14 5.03 8.30 6.04 11.73 4.52 7.61 0.56 0.93 -0.28 -0.04 0.74 1.19 -0.16 0.08 
0.487001 6.00 11.89 4.95 8.10 5.91 11.45 4.42 7.38 0.55 0.92 -0.29 -0.04 0.74 1.18 -0.16 0.07 
0.443882 5.76 11.42 4.98 7.94 5.64 10.97 4.41 7.22 0.54 0.89 -0.29 -0.05 0.73 1.17 -0.16 0.07 
0.464486 5.89 11.68 5.15 8.25 5.75 11.20 4.55 7.49 0.55 0.90 -0.29 -0.04 0.73 1.18 -0.16 0.07 
0.432018 5.78 11.46 5.00 7.99 5.66 11.01 4.42 7.26 0.54 0.90 -0.29 -0.05 0.73 1.18 -0.16 0.07 
0.478656 5.84 11.56 5.09 8.13 5.71 11.11 4.51 7.39 0.54 0.90 -0.29 -0.04 0.73 1.18 -0.16 0.07 
0.433710 5.89 11.68 5.05 8.15 5.78 11.23 4.49 7.42 0.55 0.91 -0.29 -0.05 0.73 1.18 -0.16 0.07 
0.425358 5.68 11.27 4.99 7.91 5.53 10.77 4.38 7.14 0.54 0.88 -0.29 -0.05 0.73 1.17 -0.17 0.06 
0.415705 5.67 11.26 5.01 7.93 5.53 10.77 4.40 7.17 0.54 0.88 -0.29 -0.05 0.73 1.17 -0.17 0.06 
0.441511 5.36 10.66 4.83 7.49 5.21 10.16 4.20 6.72 0.52 0.86 -0.30 -0.06 0.72 1.16 -0.17 0.05 
0.420303 5.68 11.26 4.88 7.78 5.54 10.78 4.30 7.02 0.54 0.89 -0.29 -0.05 0.73 1.17 -0.17 0.06 
0.403771 5.62 11.19 5.04 7.96 5.49 10.71 4.43 7.21 0.53 0.88 -0.29 -0.05 0.73 1.18 -0.17 0.06 
0.404883 5.67 11.29 5.04 8.00 5.54 10.82 4.44 7.26 0.54 0.88 -0.29 -0.05 0.73 1.18 -0.17 0.06 
0.405022 5.66 11.26 5.03 7.97 5.52 10.78 4.42 7.23 0.53 0.88 -0.29 -0.05 0.73 1.18 -0.17 0.06 
0.412663 5.69 11.33 5.10 8.08 5.55 10.84 4.49 7.34 0.53 0.88 -0.29 -0.05 0.73 1.19 -0.17 0.06 
0.402190 5.65 11.26 5.08 8.03 5.51 10.76 4.46 7.28 0.53 0.88 -0.29 -0.05 0.73 1.18 -0.17 0.06 
0.408541 5.68 11.31 5.16 8.14 5.53 10.81 4.53 7.39 0.53 0.88 -0.29 -0.05 0.73 1.19 -0.17 0.06 
0.402913 5.59 11.13 5.05 7.94 5.44 10.63 4.42 7.18 0.53 0.87 -0.29 -0.05 0.72 1.18 -0.17 0.06 
0.395397 5.52 11.00 5.04 7.89 5.37 10.50 4.41 7.14 0.53 0.87 -0.30 -0.06 0.72 1.18 -0.17 0.05 
0.393036 5.55 11.06 5.05 7.93 5.41 10.58 4.43 7.19 0.53 0.87 -0.30 -0.06 0.72 1.18 -0.17 0.05 
0.388599 5.54 11.06 5.10 7.99 5.41 10.57 4.47 7.25 0.53 0.87 -0.30 -0.06 0.72 1.18 -0.17 0.06 
0.389739 5.48 10.94 5.09 7.92 5.34 10.45 4.44 7.19 0.52 0.86 -0.30 -0.06 0.72 1.18 -0.17 0.05 
0.390465 5.54 11.03 5.08 7.95 5.40 10.55 4.45 7.21 0.53 0.87 -0.30 -0.06 0.72 1.18 -0.17 0.05 
0.383715 5.53 11.05 5.19 8.09 5.39 10.55 4.54 7.36 0.53 0.87 -0.30 -0.06 0.72 1.18 -0.17 0.05 
0.380316 5.51 11.01 5.30 8.21 5.36 10.50 4.62 7.48 0.52 0.86 -0.30 -0.05 0.72 1.18 -0.17 0.06 
0.381346 5.56 11.11 5.30 8.26 5.41 10.60 4.63 7.53 0.53 0.87 -0.30 -0.05 0.72 1.19 -0.17 0.06 
0.380634 5.54 11.08 5.31 8.25 5.39 10.57 4.64 7.52 0.53 0.86 -0.30 -0.05 0.72 1.18 -0.17 0.06 
0.379718 5.44 10.87 5.26 8.10 5.29 10.38 4.58 7.38 0.52 0.85 -0.30 -0.05 0.71 1.18 -0.17 0.05 
0.367492 5.36 10.72 5.22 7.99 5.21 10.22 4.53 7.27 0.52 0.84 -0.29 -0.06 0.71 1.17 -0.17 0.05 
0.375082 5.27 10.53 5.22 7.91 5.10 10.01 4.49 7.18 0.51 0.83 -0.29 -0.05 0.71 1.16 -0.17 0.05 
0.366194 5.38 10.75 5.21 7.99 5.23 10.26 4.53 7.28 0.52 0.85 -0.29 -0.06 0.71 1.17 -0.17 0.05 
0.391305 5.24 10.48 5.12 7.78 5.09 9.99 4.42 7.07 0.51 0.84 -0.29 -0.06 0.71 1.16 -0.18 0.05 
0.380831 5.41 10.81 5.22 8.02 5.27 10.33 4.54 7.31 0.52 0.85 -0.30 -0.05 0.71 1.17 -0.17 0.05 
