Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
7.162905 7.59 13.60 -0.43 2.24 7.49 13.18 -0.18 1.94 0.80 1.51 -0.18 0.01 1.09 1.76 0.03 0.21 
7.257617 7.65 13.71 -0.38 2.35 7.55 13.29 -0.11 2.06 0.80 1.52 -0.18 0.01 1.09 1.75 0.03 0.21 
73.760979 11.40 17.83 -0.30 3.78 10.05 18.47 0.00 3.55 1.13 2.08 0.11 0.41 1.38 2.65 0.29 0.56 
79.181919 9.87 17.56 10.54 15.32 9.44 16.72 8.57 14.80 0.64 1.29 -0.12 0.46 0.87 1.54 0.09 0.54 
44.051095 16.19 28.65 2.94 12.72 15.06 29.25 3.49 12.67 1.59 2.53 -0.04 0.19 1.70 3.19 0.13 0.31 
6.954865 7.59 13.60 -0.43 2.24 8.02 13.02 0.24 2.25 0.80 1.51 -0.18 0.01 1.13 1.64 -0.02 0.17 
6.527181 7.59 13.60 -0.43 2.24 8.63 15.30 0.93 4.15 0.80 1.51 -0.18 0.01 1.08 1.82 0.02 0.15 
6.564681 7.59 13.60 -0.43 2.24 8.51 15.20 0.85 3.97 0.80 1.51 -0.18 0.01 1.09 1.71 0.03 0.21 
6.117945 7.59 13.48 -0.43 3.21 8.63 15.83 0.93 5.07 0.80 1.60 -0.18 -0.00 1.08 1.80 0.02 0.14 
6.255976 7.59 14.65 -0.43 2.89 8.63 16.87 0.93 4.75 0.80 1.62 -0.18 -0.00 1.08 1.81 0.02 0.13 
6.133440 7.59 13.58 -0.43 3.34 8.63 15.58 0.93 5.22 0.80 1.59 -0.18 0.00 1.08 1.91 0.02 0.14 
61.529894 -1.61 -4.38 -9.99 -15.56 -0.52 -1.94 -8.56 -13.57 0.51 1.04 -0.35 -0.35 0.86 1.01 -0.17 -0.23 
24.880383 7.69 12.76 -2.77 -0.58 7.99 14.73 -1.36 1.33 0.92 1.97 -0.05 0.16 1.28 2.36 0.14 0.28 
6.081381 7.58 13.46 -0.44 3.18 8.61 15.80 0.92 5.16 0.80 1.59 -0.18 -0.00 1.08 1.80 0.02 0.19 
21.459307 6.64 11.69 4.05 7.74 7.52 12.96 4.92 8.95 0.55 1.09 -0.18 0.21 0.83 1.37 0.00 0.41 
6.032068 7.60 13.49 -0.44 3.20 8.76 15.72 1.13 5.16 0.80 1.60 -0.18 -0.00 1.10 1.84 0.03 0.15 
17.376268 13.27 22.49 2.07 10.04 13.08 25.52 3.79 12.19 1.18 2.23 -0.13 0.06 1.33 2.47 0.07 0.20 
6.010558 7.58 13.45 -0.46 3.17 8.89 16.40 1.18 5.58 0.80 1.60 -0.18 -0.00 1.09 1.71 0.01 0.14 
17.349022 3.41 5.48 -4.33 -4.57 4.85 8.44 -2.67 -2.12 0.65 1.29 -0.29 -0.20 0.95 1.32 -0.10 -0.07 
6.013116 7.58 13.45 -0.46 3.17 8.93 16.44 1.19 5.62 0.80 1.60 -0.18 -0.00 1.09 1.71 0.01 0.14 
23.290829 6.97 11.30 -3.68 -2.29 7.49 14.06 -2.00 0.19 0.91 1.95 -0.06 0.14 1.27 2.30 0.12 0.26 
5.840550 7.58 13.41 -0.42 3.45 8.89 16.33 1.21 5.86 0.80 1.59 -0.18 -0.00 1.08 1.71 0.01 0.14 
16.875796 5.93 10.15 3.65 6.66 7.07 12.02 4.72 8.40 0.52 1.06 -0.19 0.18 0.80 1.32 -0.01 0.37 
5.850402 7.59 13.17 -0.42 3.55 8.91 16.10 1.21 5.96 0.80 1.59 -0.18 -0.00 1.08 1.71 0.01 0.14 
16.373074 13.16 22.41 2.29 10.54 13.28 25.95 4.06 13.10 1.16 2.20 -0.14 0.04 1.33 2.33 0.05 0.18 
5.830353 7.57 13.35 -0.43 3.41 8.89 16.23 1.20 5.82 0.80 1.59 -0.18 -0.00 1.08 1.72 0.01 0.14 
16.829622 3.47 5.56 -3.97 -3.78 4.99 8.43 -2.33 -1.35 0.64 1.27 -0.29 -0.21 0.93 1.30 -0.11 -0.07 
23.008458 7.02 11.39 -3.46 -1.75 7.59 14.38 -1.78 0.72 0.90 1.93 -0.06 0.14 1.27 2.08 0.12 0.26 
9.377533 10.45 18.15 0.99 7.13 11.20 21.21 2.69 9.61 0.99 1.95 -0.17 0.01 1.22 2.03 0.03 0.15 
5.805031 7.57 13.34 -0.42 3.41 8.89 16.21 1.20 5.82 0.80 1.59 -0.18 -0.01 1.08 1.72 0.01 0.14 
5.330262 7.09 12.83 1.82 6.28 8.36 14.64 3.31 8.54 0.66 1.21 -0.19 0.05 0.88 1.51 -0.01 0.29 
9.331402 7.04 12.71 1.71 5.95 8.27 14.45 3.18 8.20 0.64 1.20 -0.16 0.11 0.88 1.51 0.02 0.32 
5.306890 7.08 12.83 1.82 6.28 8.37 14.68 3.36 8.58 0.66 1.21 -0.19 0.05 0.88 1.52 -0.01 0.28 
3.227126 5.92 10.49 1.28 4.84 7.17 12.27 2.78 7.02 0.60 1.08 -0.22 0.02 0.82 1.40 -0.04 0.36 
1.930354 6.37 11.41 1.77 5.95 7.71 13.21 3.29 8.11 0.63 1.12 -0.25 -0.01 0.86 1.44 -0.07 0.39 
5.506467 5.36 9.33 1.43 4.77 6.72 11.15 2.91 6.75 0.58 1.05 -0.28 0.06 0.81 1.35 -0.11 0.35 
1.927050 6.37 11.41 1.77 5.94 7.75 13.34 3.31 8.20 0.63 1.12 -0.25 -0.01 0.86 1.45 -0.07 0.38 
2.162288 7.05 12.79 2.20 7.00 8.49 14.81 3.85 9.41 0.67 1.19 -0.24 -0.01 0.87 1.53 -0.05 0.38 
1.927381 6.37 11.41 1.77 5.95 7.75 13.32 3.31 8.18 0.63 1.12 -0.25 -0.01 0.86 1.44 -0.07 0.38 
5.390599 7.44 13.50 3.10 8.41 8.85 15.37 4.58 10.43 0.67 1.19 -0.23 0.06 0.89 1.51 -0.06 0.47 
1.909480 6.40 11.46 1.75 6.00 7.78 13.38 3.29 8.25 0.63 1.13 -0.25 -0.02 0.86 1.45 -0.07 0.40 
1.937927 6.70 12.19 1.47 5.83 8.14 14.20 3.04 8.26 0.67 1.27 -0.24 -0.05 0.87 1.50 -0.06 0.20 
1.804372 6.39 11.52 1.75 5.99 7.78 13.44 3.29 8.28 0.63 1.13 -0.25 -0.02 0.86 1.45 -0.07 0.37 
2.120351 6.84 12.50 1.33 5.73 8.37 14.73 2.92 8.20 0.68 1.31 -0.24 -0.06 0.87 1.47 -0.06 0.17 
1.895067 6.77 12.40 1.62 6.09 8.22 14.33 3.18 8.48 0.67 1.27 -0.24 -0.04 0.88 1.51 -0.06 0.20 
1.848149 6.07 10.92 1.04 4.81 7.57 13.07 2.64 7.40 0.63 1.13 -0.24 -0.04 0.85 1.44 -0.07 0.25 
1.726076 5.29 9.32 0.98 4.27 6.61 11.17 2.53 6.47 0.59 1.05 -0.27 -0.06 0.80 1.36 -0.10 0.34 
1.655146 5.42 9.56 1.38 4.91 6.80 11.45 2.90 7.00 0.59 1.06 -0.28 -0.03 0.80 1.36 -0.11 0.35 
6.447298 4.91 8.48 1.46 4.40 6.27 10.44 2.90 6.41 0.55 1.02 -0.28 0.07 0.78 1.30 -0.11 0.32 
5.428893 5.36 9.41 1.46 4.91 6.78 11.33 2.98 7.00 0.58 1.06 -0.28 0.06 0.81 1.34 -0.11 0.35 
1.456447 5.79 10.34 1.47 5.33 7.25 12.28 3.05 7.57 0.61 1.10 -0.28 -0.07 0.83 1.40 -0.11 0.36 
1.373829 5.89 10.51 1.63 5.60 7.30 12.43 3.19 7.77 0.62 1.10 -0.28 -0.06 0.83 1.40 -0.10 0.37 
1.996268 5.98 10.75 1.31 5.26 7.40 12.70 2.88 7.64 0.64 1.12 -0.28 -0.10 0.84 1.44 -0.10 0.30 
1.372940 5.89 10.51 1.63 5.60 7.30 12.41 3.20 7.77 0.62 1.10 -0.28 -0.06 0.83 1.41 -0.11 0.37 
1.400184 5.86 10.40 1.63 5.63 7.27 12.29 3.19 7.73 0.62 1.10 -0.28 -0.05 0.83 1.41 -0.11 0.38 
