Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
108.685414 17.37 33.95 12.58 25.99 18.25 35.20 13.06 26.83 1.04 1.94 -0.02 0.45 1.18 2.14 0.11 0.62 
110.430762 17.43 34.06 12.63 26.09 18.34 35.37 13.14 26.97 1.04 1.94 -0.02 0.46 1.18 2.14 0.12 0.63 
281.557777 21.70 39.85 12.76 27.77 21.95 41.18 13.28 28.71 1.29 2.53 0.27 0.84 1.62 2.73 0.40 0.98 
529.663237 18.71 35.40 23.09 35.60 18.83 36.18 18.61 36.00 0.96 1.96 0.04 1.23 1.22 2.22 0.54 1.27 
160.370909 26.74 50.54 16.23 37.76 26.93 52.52 16.94 39.12 1.72 2.89 0.03 0.39 1.88 3.30 0.18 0.57 
110.945529 17.37 33.95 12.58 25.99 19.28 37.21 14.08 27.52 1.04 1.94 -0.02 0.45 1.18 2.12 0.13 0.78 
108.411843 17.37 33.95 12.58 25.99 18.11 34.96 12.92 26.75 1.04 1.94 -0.02 0.45 1.18 2.15 0.09 0.57 
108.552216 17.37 33.95 12.58 25.99 18.18 35.07 12.98 26.82 1.04 1.94 -0.02 0.45 1.18 2.15 0.10 0.58 
107.516643 17.37 34.18 12.58 27.03 18.11 34.64 12.92 27.80 1.04 1.98 -0.02 0.45 1.18 2.20 0.09 0.56 
101.782039 17.37 34.89 12.58 26.77 18.11 35.65 12.92 27.55 1.04 1.90 -0.02 0.43 1.18 2.22 0.09 0.54 
104.439696 17.37 34.94 12.58 26.88 18.11 35.97 12.92 27.65 1.04 1.92 -0.02 0.43 1.18 2.15 0.09 0.55 
13.517050 11.61 20.84 1.52 7.65 11.59 22.19 1.99 8.66 1.06 1.77 -0.12 0.07 1.30 2.27 -0.00 0.19 
27.875683 3.80 8.36 -1.19 0.06 4.62 9.42 -0.79 0.97 0.60 1.00 -0.39 -0.34 0.70 1.31 -0.28 -0.24 
13.182200 6.59 12.44 -0.44 1.75 7.24 13.59 -0.07 2.61 0.67 1.28 -0.11 0.11 0.80 1.43 -0.01 0.21 
58.531698 3.16 -0.75 -11.46 -16.24 2.70 0.19 -10.97 -15.18 1.20 1.47 0.01 0.13 1.39 1.63 0.12 0.24 
13.146082 6.53 12.37 -0.38 1.82 6.65 12.45 -0.53 1.64 0.66 1.26 -0.12 0.11 0.79 1.41 -0.01 0.20 
