Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
74.679940 20.30 38.57 15.70 31.76 21.88 40.04 17.29 33.56 1.30 2.26 -0.23 0.17 1.35 2.39 -0.04 0.58 
75.677078 20.36 38.68 15.76 31.87 21.95 40.14 17.36 33.68 1.30 2.26 -0.23 0.17 1.35 2.39 -0.04 0.59 
172.792825 24.93 45.72 16.31 34.83 25.64 47.10 17.95 37.16 1.48 2.49 0.03 0.50 1.60 2.83 0.22 0.85 
1120.370644 21.59 39.51 25.67 41.95 22.19 41.13 22.70 42.31 1.25 2.43 -0.41 1.86 1.51 2.76 0.78 2.11 
140.546957 27.88 51.99 18.53 41.21 28.61 52.19 20.41 44.09 1.87 3.38 -0.17 0.15 2.00 3.59 -0.01 0.31 
74.100468 20.30 38.57 15.70 31.76 21.64 39.47 17.48 33.04 1.30 2.26 -0.23 0.17 1.28 2.50 -0.00 0.54 
79.169587 20.30 38.57 15.70 31.76 22.99 43.55 18.28 35.21 1.30 2.26 -0.23 0.17 1.37 2.46 -0.07 0.65 
74.953716 20.30 38.57 15.70 31.76 21.80 40.56 17.47 33.48 1.30 2.26 -0.23 0.17 1.29 2.52 -0.02 0.58 
75.285071 20.30 38.62 15.70 32.81 21.64 40.45 17.48 34.10 1.30 2.35 -0.23 0.16 1.28 2.57 -0.00 0.55 
69.464322 20.30 38.38 15.70 31.52 21.64 38.49 17.48 32.81 1.30 2.23 -0.23 0.14 1.28 2.34 -0.00 0.47 
70.918833 20.30 38.46 15.70 31.63 21.64 38.57 17.48 32.91 1.30 2.24 -0.23 0.15 1.28 2.35 -0.00 0.49 
19.341312 14.84 25.31 3.84 11.67 15.14 26.40 6.01 14.54 1.40 2.14 -0.17 -0.01 1.35 2.29 -0.00 0.26 
13.677608 11.00 17.38 1.04 5.06 11.08 18.00 3.13 7.72 1.08 1.69 -0.29 -0.21 1.12 1.89 -0.14 0.05 
11.458808 9.34 15.07 0.47 3.33 9.91 15.65 2.50 5.80 0.96 1.54 -0.29 -0.20 1.07 1.77 -0.13 0.06 
20.902872 7.15 8.06 -5.42 -6.71 6.48 8.54 -3.25 -3.81 1.08 1.66 -0.23 -0.16 1.14 1.80 -0.06 0.06 
11.452995 9.35 15.12 0.52 3.41 9.94 15.71 2.55 5.87 0.96 1.54 -0.29 -0.20 1.07 1.77 -0.13 0.06 
12.168362 8.79 15.08 1.70 4.72 9.92 15.07 3.62 6.85 0.87 1.48 -0.32 -0.23 0.99 1.61 -0.17 0.04 
11.583865 9.47 15.48 0.82 3.92 9.83 15.50 2.57 5.81 0.96 1.54 -0.29 -0.21 1.05 1.77 -0.11 0.07 
12.530247 8.65 14.73 1.24 4.07 9.86 15.01 3.33 6.54 0.88 1.47 -0.32 -0.23 1.01 1.63 -0.16 0.04 
11.317123 9.38 14.94 0.59 3.29 9.97 15.41 2.62 5.74 0.96 1.54 -0.29 -0.20 1.07 1.77 -0.13 0.07 
12.304636 8.72 14.64 1.23 3.96 9.40 14.04 3.17 5.88 0.89 1.47 -0.32 -0.23 0.99 1.65 -0.16 0.08 
11.337034 9.37 14.93 0.58 3.28 9.96 15.47 2.60 5.69 0.96 1.54 -0.29 -0.20 1.06 1.78 -0.13 0.07 
13.689779 6.21 10.84 2.68 4.55 7.63 11.51 4.49 6.39 0.67 1.12 -0.39 -0.27 0.80 1.20 -0.20 -0.01 
7.999299 11.54 18.95 2.44 7.14 12.08 19.52 4.50 9.60 1.04 1.68 -0.25 -0.11 1.14 1.93 -0.08 0.16 
9.842017 12.64 20.37 2.58 7.82 12.99 20.89 4.66 10.37 1.11 1.81 -0.19 -0.02 1.20 1.98 -0.01 0.26 
7.942500 11.48 18.92 2.48 7.19 12.02 19.42 4.50 9.57 1.04 1.67 -0.25 -0.11 1.14 1.92 -0.08 0.16 
7.399853 11.14 19.84 4.66 10.22 12.44 20.32 6.57 12.32 0.93 1.62 -0.28 -0.12 1.05 1.78 -0.13 0.17 
7.407218 11.14 19.85 4.79 10.37 12.55 20.12 6.70 12.48 0.93 1.62 -0.28 -0.12 1.04 1.72 -0.13 0.17 
7.151965 11.09 20.00 5.67 11.60 12.59 20.33 7.50 13.41 0.90 1.57 -0.29 -0.11 0.96 1.72 -0.13 0.20 
7.453959 11.10 19.98 5.55 11.43 12.66 20.59 7.60 13.51 0.91 1.58 -0.29 -0.11 1.00 1.74 -0.12 0.20 
14.848536 13.78 25.03 7.46 15.80 14.83 24.87 9.37 17.56 1.05 1.83 -0.28 -0.11 1.11 1.95 -0.13 0.19 
7.156268 11.09 20.01 5.70 11.64 12.60 20.35 7.54 13.44 0.90 1.56 -0.29 -0.11 0.96 1.72 -0.12 0.20 
4.500094 9.23 16.41 4.71 8.95 10.49 16.67 6.52 10.64 0.80 1.37 -0.31 -0.13 0.89 1.52 -0.15 0.17 
3.907605 7.57 13.48 3.82 6.82 8.85 13.71 5.58 8.44 0.71 1.20 -0.33 -0.15 0.84 1.34 -0.14 0.14 
6.768499 6.79 12.03 3.43 5.87 7.98 12.27 5.13 7.44 0.68 1.13 -0.36 -0.20 0.81 1.25 -0.18 0.08 
1.218675 6.45 11.29 3.14 4.91 7.61 11.48 4.81 6.51 0.62 1.07 -0.28 -0.09 0.77 1.22 -0.09 0.17 
