Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
27.146807 -2.88 -7.31 0.58 -6.54 -2.58 -5.75 -2.95 -6.14 0.12 0.21 -0.21 -0.22 0.46 0.32 -0.13 -0.12 
26.872847 -2.82 -7.20 0.63 -6.43 -2.51 -5.83 -2.90 -6.03 0.12 0.21 -0.21 -0.22 0.46 0.33 -0.13 -0.12 
18.491557 2.54 2.25 4.40 0.37 2.80 3.17 1.02 0.58 0.24 1.03 0.16 0.14 0.70 0.61 -0.01 0.22 
18.542389 2.04 2.32 6.20 1.64 2.95 2.69 1.90 1.34 0.46 0.67 -0.04 0.16 0.56 0.72 0.07 0.39 
134.276782 16.14 29.36 10.11 20.00 16.74 30.03 10.89 20.69 0.98 1.89 0.07 0.57 1.20 2.04 0.26 0.80 
18.355763 2.54 2.25 4.40 0.37 3.16 3.04 0.99 1.04 0.24 1.03 0.16 0.14 0.65 0.53 0.03 0.21 
17.389350 2.54 2.25 4.40 0.37 3.94 5.13 2.03 2.83 0.24 1.03 0.16 0.14 0.70 0.52 0.01 0.22 
17.444142 2.54 2.25 4.40 0.37 3.81 5.15 2.02 2.60 0.24 1.03 0.16 0.14 0.69 0.60 -0.01 0.22 
10.884308 2.54 3.03 4.40 0.62 3.94 6.82 2.03 2.97 0.24 0.97 0.16 0.08 0.70 1.02 0.01 0.16 
15.038221 2.54 3.34 4.40 1.49 3.94 6.29 2.03 3.92 0.24 1.05 0.16 0.13 0.70 0.53 0.01 0.19 
12.080517 2.54 2.96 4.40 0.56 3.94 7.05 2.03 2.94 0.24 0.95 0.16 0.09 0.70 0.99 0.01 0.18 
205.786919 -14.13 -29.15 -9.21 -31.26 -12.09 -27.04 -12.39 -29.22 -0.00 -0.51 -0.27 -0.64 0.18 -0.38 -0.23 -0.53 
11.090307 2.58 3.11 4.43 0.70 3.98 6.89 2.07 3.06 0.24 0.97 0.16 0.08 0.70 1.02 0.01 0.16 
143.090425 16.30 30.61 10.10 21.14 18.18 32.99 12.02 24.07 0.99 1.93 0.08 0.58 1.17 2.11 0.27 0.80 
64.135697 -5.35 -12.16 -2.54 -14.18 -3.17 -9.78 -5.09 -12.02 0.05 -0.03 -0.10 -0.38 0.26 0.10 -0.11 -0.26 
32.235522 4.00 5.50 4.51 2.35 5.33 9.39 3.10 4.81 0.30 1.12 0.25 0.25 0.80 1.22 0.08 0.30 
40.313042 6.27 10.78 6.68 8.10 7.65 13.89 5.98 10.60 0.43 1.12 0.02 0.31 0.78 1.17 0.05 0.43 
33.991213 2.26 2.08 1.87 -1.20 3.58 6.05 1.36 1.42 0.24 1.03 0.14 0.25 0.77 1.08 0.00 0.31 
120.990963 8.04 13.45 7.62 9.59 9.34 17.19 6.95 12.10 0.46 1.35 0.29 0.58 0.94 1.39 0.16 0.66 
10.862947 2.53 3.02 4.40 0.61 4.03 6.39 2.01 3.10 0.24 0.97 0.16 0.08 0.67 0.95 0.03 0.15 
59.676084 -5.25 -11.70 -1.24 -12.95 -2.96 -9.68 -4.55 -10.68 0.10 0.03 -0.16 -0.38 0.23 0.10 -0.10 -0.20 
10.770566 2.56 3.08 4.42 0.68 4.24 7.51 2.32 3.59 0.24 0.97 0.16 0.08 0.69 1.01 0.03 0.16 
41.147262 5.95 10.22 7.08 7.22 7.58 13.76 6.01 10.91 0.40 1.10 0.02 0.32 0.74 1.13 0.06 0.40 
10.758918 2.56 3.08 4.42 0.68 4.26 7.64 2.31 3.64 0.24 0.97 0.16 0.08 0.68 1.04 0.04 0.15 
62.967853 6.94 11.38 7.90 8.15 8.59 15.95 6.29 11.13 0.41 1.24 0.30 0.39 0.86 1.35 0.17 0.47 
9.089579 2.37 3.06 4.35 0.38 4.08 7.08 2.14 3.31 0.24 0.89 0.16 0.05 0.67 0.99 0.03 0.13 
62.811616 -5.57 -12.22 -1.39 -13.79 -3.06 -9.69 -4.59 -11.05 0.10 0.01 -0.15 -0.39 0.27 0.13 -0.08 -0.19 
9.358082 2.48 3.20 4.42 0.31 4.18 6.90 2.25 3.28 0.24 0.84 0.15 0.06 0.67 0.95 0.03 0.14 
44.799470 6.10 11.06 7.63 7.38 7.75 14.09 6.19 11.44 0.40 0.75 0.02 0.33 0.73 1.15 0.08 0.40 
9.043493 2.37 3.06 4.32 0.32 4.08 7.02 2.13 3.29 0.24 0.91 0.16 0.05 0.67 1.01 0.03 0.13 
83.513230 2.02 1.44 -0.74 -3.76 3.54 6.09 0.68 -0.27 0.26 1.07 0.14 0.46 0.76 1.26 0.07 0.53 
20.074023 4.39 6.94 6.16 3.91 6.08 10.86 4.00 6.82 0.31 1.05 0.23 0.18 0.73 1.12 0.09 0.26 
9.017194 2.37 3.05 4.32 0.31 4.07 7.01 2.13 3.28 0.24 0.91 0.15 0.05 0.67 1.01 0.03 0.13 
29.023605 4.48 7.28 6.28 4.18 6.15 10.93 4.38 7.87 0.32 1.02 0.09 0.25 0.71 1.06 0.06 0.31 
9.058759 2.36 3.04 4.32 0.31 4.13 6.17 2.11 3.33 0.24 0.91 0.15 0.05 0.67 1.03 0.04 0.12 
