Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
54.276657 12.41 18.89 -2.26 1.95 11.04 23.94 -1.06 3.33 1.62 2.22 0.05 0.27 1.44 3.19 0.21 0.40 
54.818283 12.46 18.99 -2.21 2.06 11.08 24.06 -0.98 3.48 1.62 2.23 0.05 0.27 1.43 3.19 0.22 0.38 
162.356352 14.58 21.87 -2.22 3.05 12.57 21.75 -1.02 4.40 1.62 2.64 0.30 0.63 1.62 2.47 0.46 0.74 
75.725030 17.50 33.12 9.53 21.82 18.01 33.45 10.48 22.89 1.16 2.07 -0.02 0.35 1.40 2.17 0.18 0.58 
125.718109 19.96 29.36 0.33 9.56 17.33 33.99 1.74 11.25 1.55 3.49 0.17 0.50 2.39 4.27 0.32 0.59 
53.808822 12.41 18.89 -2.26 1.95 10.60 22.82 -0.71 3.77 1.62 2.22 0.05 0.27 1.39 2.83 0.19 0.44 
53.353420 12.41 18.89 -2.26 1.95 11.78 21.48 -0.06 5.56 1.62 2.22 0.05 0.27 1.45 2.17 0.19 0.38 
53.421161 12.41 18.89 -2.26 1.95 12.06 21.47 -0.05 5.33 1.62 2.22 0.05 0.27 1.46 2.10 0.21 0.39 
53.865180 12.41 19.82 -2.26 2.71 11.78 23.59 -0.06 7.00 1.62 2.27 0.05 0.27 1.45 2.97 0.19 0.41 
51.439541 12.41 18.61 -2.26 1.64 11.78 20.24 -0.06 5.27 1.62 2.22 0.05 0.26 1.45 2.13 0.19 0.39 
51.349193 12.41 18.72 -2.26 1.79 11.78 19.94 -0.06 5.40 1.62 2.21 0.05 0.26 1.45 2.13 0.19 0.40 
21.447750 3.74 4.22 -6.32 -8.79 4.94 5.74 -4.20 -5.36 0.80 1.23 -0.24 -0.17 1.10 1.55 -0.09 -0.01 
84.334677 -7.95 -18.39 -13.77 -26.77 -6.69 -16.00 -11.90 -23.57 0.06 0.47 -0.24 -0.16 0.45 0.61 -0.10 -0.02 
43.333746 2.74 -1.49 -11.51 -17.01 2.29 0.13 -9.27 -13.32 1.05 1.24 -0.15 -0.11 1.19 1.65 -0.02 0.03 
28.636849 6.70 13.07 1.38 4.67 8.89 15.47 3.43 7.80 0.76 1.29 -0.40 -0.36 0.90 1.42 -0.25 -0.15 
21.515258 3.75 4.24 -6.32 -8.79 4.95 5.78 -4.21 -5.34 0.80 1.23 -0.24 -0.17 1.09 1.55 -0.09 0.00 
28.633756 6.70 13.07 1.38 4.67 8.89 15.47 3.43 7.80 0.76 1.29 -0.40 -0.36 0.90 1.42 -0.25 -0.15 
20.969281 3.78 4.29 -6.29 -8.74 4.96 5.55 -3.68 -5.23 0.80 1.24 -0.24 -0.17 1.07 1.51 -0.07 0.03 
28.494283 6.74 13.14 1.40 4.72 9.05 14.74 3.93 7.65 0.76 1.29 -0.40 -0.36 0.90 1.43 -0.23 -0.11 
11.008888 7.16 10.57 -3.75 -3.19 8.01 11.56 -1.11 0.36 0.96 1.42 -0.16 -0.05 1.20 1.78 0.00 0.16 
11.223375 7.20 10.38 -3.73 -3.37 8.03 11.37 -1.09 0.19 0.97 1.40 -0.16 -0.04 1.21 1.78 0.00 0.16 
13.608677 9.46 14.52 -2.07 0.29 10.08 15.70 0.57 3.84 1.08 1.71 -0.11 0.05 1.26 1.95 0.05 0.24 
10.923690 7.19 10.62 -3.73 -3.15 8.33 11.96 -1.10 0.85 0.97 1.42 -0.16 -0.05 1.21 1.82 -0.01 0.15 
11.924052 8.87 13.71 -2.43 -0.36 9.95 14.26 0.19 3.71 1.04 1.65 -0.12 0.02 1.28 1.95 0.02 0.22 
12.747271 8.92 13.47 -2.86 -0.96 9.67 14.67 -0.21 3.11 1.08 1.69 -0.12 0.02 1.27 1.91 0.02 0.19 
8.328271 5.26 9.12 -1.52 -1.21 7.42 10.65 0.96 2.40 0.62 1.16 -0.15 0.05 0.84 1.37 -0.00 0.25 
3.616202 5.90 11.20 0.68 2.49 7.90 13.42 3.11 5.92 0.60 1.08 -0.20 0.01 0.87 1.30 -0.04 0.23 
3.041998 7.78 15.56 4.02 8.59 9.81 17.40 6.40 11.83 0.66 1.18 -0.23 0.01 0.89 1.37 -0.07 0.24 
3.037495 7.76 15.52 4.01 8.56 9.79 17.36 6.39 11.80 0.66 1.18 -0.23 0.01 0.89 1.37 -0.07 0.24 
0.387295 5.22 10.94 4.46 7.48 6.94 12.66 5.79 10.23 0.51 0.84 -0.27 -0.05 0.68 1.07 0.04 0.16 
2.977704 1.05 2.76 5.09 2.81 2.66 4.96 2.43 6.98 0.27 0.74 -0.34 -0.05 0.53 0.77 0.06 -0.07 
0.332117 4.83 10.18 4.14 6.81 6.61 12.22 5.48 9.74 0.49 0.81 -0.28 -0.06 0.66 1.02 0.02 0.13 
6.298933 7.33 15.01 7.29 12.53 9.01 16.95 8.02 15.12 0.58 1.11 -0.23 0.06 0.74 1.19 0.12 0.25 
0.359532 5.02 10.79 4.24 7.32 6.79 12.81 5.65 10.26 0.50 0.83 -0.29 -0.06 0.67 1.05 0.02 0.13 
6.236013 7.95 16.40 7.12 12.86 9.77 18.38 8.66 15.87 0.63 1.07 -0.26 0.04 0.78 1.26 0.08 0.26 
0.424573 4.97 10.45 4.11 6.88 7.02 12.93 5.84 10.32 0.50 0.83 -0.29 -0.07 0.68 1.05 0.02 0.14 
10.513467 6.82 13.62 2.44 6.21 8.96 15.39 4.87 9.39 0.71 1.19 -0.36 -0.24 0.83 1.33 -0.20 0.04 
6.625838 0.14 0.10 1.66 -0.44 1.88 2.76 0.74 2.52 0.22 0.74 -0.25 -0.11 0.46 0.65 -0.03 -0.00 
1.083608 2.77 5.86 4.42 4.69 4.51 8.19 3.82 8.42 0.36 0.87 -0.30 -0.06 0.57 0.84 0.02 0.02 
0.458967 5.36 11.30 4.87 8.17 7.12 13.26 6.11 11.06 0.52 0.85 -0.29 -0.06 0.68 1.06 0.03 0.14 
0.431740 4.88 10.14 3.39 5.81 6.79 12.34 5.20 8.85 0.50 0.84 -0.28 -0.05 0.69 1.05 0.01 0.15 
0.722197 5.84 12.03 3.94 7.21 7.88 13.97 5.98 10.34 0.55 0.93 -0.27 -0.03 0.76 1.10 0.01 0.17 
0.597082 5.43 11.37 4.87 8.14 7.20 13.43 6.11 11.07 0.51 0.85 -0.27 -0.03 0.68 1.06 0.04 0.15 
0.612705 4.71 9.93 3.73 6.24 6.50 11.99 5.30 9.20 0.49 0.81 -0.30 -0.09 0.66 1.02 0.01 0.11 
0.644955 5.92 12.36 4.63 8.29 7.72 14.08 6.42 11.18 0.55 0.92 -0.29 -0.06 0.71 1.09 0.03 0.15 
0.463921 4.26 8.70 3.96 6.03 6.00 11.01 4.87 8.90 0.45 0.93 -0.26 -0.04 0.62 0.97 0.02 0.13 
0.359174 5.09 10.66 4.11 6.94 6.88 12.75 5.64 9.90 0.50 0.83 -0.28 -0.05 0.67 1.05 0.02 0.14 
0.333191 4.88 10.25 4.05 6.71 6.65 12.30 5.48 9.65 0.49 0.81 -0.28 -0.06 0.66 1.03 0.02 0.13 
0.407492 4.30 8.90 4.23 6.49 6.05 11.17 5.07 9.40 0.46 0.92 -0.28 -0.07 0.63 0.97 0.02 0.11 
0.326889 4.84 10.20 4.16 6.84 6.59 12.18 5.46 9.70 0.49 0.81 -0.28 -0.06 0.66 1.02 0.02 0.13 
0.396038 5.34 11.19 4.40 7.53 7.08 13.14 5.90 10.38 0.52 0.86 -0.29 -0.06 0.68 1.06 0.03 0.14 
0.327953 4.83 10.16 4.16 6.81 6.59 12.13 5.45 9.67 0.49 0.81 -0.28 -0.06 0.66 1.02 0.02 0.13 
0.343891 5.11 10.78 4.55 7.56 6.84 12.71 5.78 10.40 0.50 0.83 -0.28 -0.06 0.67 1.04 0.03 0.13 
0.337919 4.79 10.09 4.11 6.74 6.55 12.11 5.41 9.62 0.49 0.80 -0.28 -0.07 0.66 1.01 0.02 0.12 
0.355694 4.59 9.45 4.06 6.48 6.30 11.63 5.19 9.30 0.47 0.93 -0.27 -0.05 0.64 1.00 0.03 0.13 
0.323054 5.01 10.53 4.39 7.24 6.75 12.50 5.63 10.09 0.50 0.82 -0.28 -0.05 0.66 1.03 0.03 0.13 
0.340356 5.12 10.74 4.34 7.27 6.87 12.73 5.71 10.13 0.50 0.83 -0.28 -0.05 0.67 1.04 0.03 0.14 
0.332520 4.70 9.73 4.35 6.95 6.42 11.89 5.39 9.80 0.48 0.93 -0.28 -0.06 0.64 1.00 0.03 0.12 
0.331913 5.02 10.55 4.36 7.20 6.78 12.54 5.63 10.07 0.50 0.82 -0.27 -0.05 0.66 1.03 0.03 0.14 
0.354377 5.14 10.80 4.55 7.54 6.87 12.75 5.78 10.38 0.50 0.83 -0.28 -0.05 0.67 1.04 0.03 0.14 
0.314946 4.92 10.34 4.29 7.03 6.66 12.32 5.53 9.89 0.49 0.81 -0.28 -0.05 0.66 1.02 0.02 0.13 
0.359953 4.78 9.87 4.36 6.99 6.50 12.04 5.42 9.82 0.48 0.95 -0.27 -0.05 0.65 1.01 0.03 0.13 
0.310664 4.89 10.28 4.30 7.03 6.62 12.28 5.51 9.89 0.49 0.80 -0.28 -0.05 0.66 1.02 0.02 0.13 
0.321037 4.73 9.95 4.04 6.57 6.49 11.99 5.32 9.45 0.48 0.80 -0.28 -0.06 0.65 1.01 0.02 0.13 
0.302802 4.77 10.06 4.31 6.94 6.50 12.05 5.43 9.80 0.48 0.79 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.301792 4.76 10.04 4.33 6.97 6.49 12.03 5.43 9.83 0.48 0.79 -0.28 -0.06 0.65 1.00 0.03 0.12 
0.301489 4.81 10.14 4.42 7.12 6.53 12.12 5.49 9.97 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.332698 4.81 9.96 4.42 7.12 6.52 12.10 5.49 9.96 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.336348 4.74 9.82 4.41 7.06 6.48 12.02 5.46 9.94 0.48 0.94 -0.28 -0.06 0.65 1.00 0.03 0.12 
0.301918 4.81 10.15 4.41 7.13 6.53 12.14 5.50 9.98 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.315039 4.94 10.40 4.42 7.24 6.67 12.39 5.61 10.10 0.49 0.81 -0.28 -0.06 0.66 1.02 0.02 0.13 
0.336657 4.83 10.00 4.44 7.17 6.55 12.17 5.51 10.02 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.310805 4.73 9.99 4.28 6.90 6.46 11.99 5.41 9.76 0.48 0.79 -0.28 -0.06 0.65 1.00 0.03 0.12 
0.303969 4.84 10.22 4.45 7.19 6.57 12.20 5.53 10.04 0.49 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.334095 4.75 9.86 4.40 7.06 6.47 12.00 5.45 9.89 0.48 0.93 -0.28 -0.06 0.65 1.00 0.03 0.12 
0.334210 4.81 9.97 4.44 7.15 6.53 12.13 5.50 9.99 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.333654 4.80 9.94 4.42 7.11 6.52 12.11 5.49 9.96 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.301813 4.80 10.13 4.41 7.10 6.52 12.10 5.49 9.95 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.332185 4.77 9.89 4.41 7.09 6.50 12.06 5.47 9.94 0.48 0.93 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.303485 4.84 10.20 4.42 7.14 6.57 12.19 5.52 10.00 0.49 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.332769 4.81 9.96 4.43 7.13 6.53 12.12 5.50 9.98 0.48 0.93 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.307136 4.88 10.29 4.42 7.18 6.61 12.27 5.56 10.03 0.49 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.302064 4.79 10.10 4.38 7.07 6.51 12.09 5.47 9.92 0.48 0.79 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.302091 4.82 10.16 4.39 7.09 6.54 12.14 5.49 9.94 0.49 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.333601 4.78 9.90 4.40 7.08 6.50 12.07 5.47 9.94 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.333727 4.81 9.97 4.43 7.14 6.53 12.13 5.50 9.98 0.48 0.94 -0.28 -0.06 0.65 1.01 0.03 0.12 
0.301145 4.81 10.15 4.41 7.11 6.53 12.13 5.49 9.96 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.302317 4.83 10.18 4.41 7.13 6.55 12.16 5.51 9.97 0.49 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.300866 4.81 10.14 4.41 7.11 6.53 12.12 5.49 9.95 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
0.300942 4.81 10.14 4.40 7.10 6.53 12.12 5.48 9.94 0.48 0.80 -0.28 -0.06 0.65 1.01 0.03 0.13 
