Loss Ef:V0H0He1 Ef:V0H0He2 Ef:V1H0He1 Ef:V1H0He2 Ef:V0H1He1 Ef:V0H1He2 Ef:V1H1He1 Ef:V1H1He2  Vr:V0H0He1 Vr:V0H0He2 Vr:V1H0He1 Vr:V1H0He2 Vr:V0H1He1 Vr:V0H1He2 Vr:V1H1He1 Vr:V1H1He2  
34.108218 8.96 17.16 6.43 11.39 9.70 18.87 6.84 12.42 0.62 1.16 -0.09 0.28 0.83 1.32 0.01 0.38 
35.116813 9.02 17.27 6.48 11.50 9.78 19.04 6.92 12.57 0.62 1.17 -0.09 0.28 0.83 1.33 0.02 0.39 
177.951242 13.44 24.02 6.57 13.30 14.04 25.06 7.11 14.40 0.85 1.77 0.21 0.71 1.03 1.99 0.32 0.81 
158.151270 9.78 19.34 13.00 19.00 10.12 19.83 10.60 19.99 0.60 1.12 0.08 0.67 0.88 1.50 0.21 0.64 
69.838113 20.86 37.27 10.60 24.99 20.54 39.74 11.34 26.41 1.39 2.27 -0.06 0.24 1.57 2.47 0.08 0.40 
34.932603 8.96 17.16 6.43 11.39 10.61 20.81 7.84 14.34 0.62 1.16 -0.09 0.28 0.89 1.31 0.03 0.43 
34.041169 8.96 17.16 6.43 11.39 9.64 18.59 6.74 12.28 0.62 1.16 -0.09 0.28 0.79 1.31 -0.00 0.34 
34.074518 8.96 17.16 6.43 11.39 9.68 18.72 6.79 12.36 0.62 1.16 -0.09 0.28 0.80 1.31 0.00 0.36 
34.846799 8.96 18.13 6.43 12.44 9.64 18.76 6.74 13.31 0.62 1.15 -0.09 0.28 0.79 1.44 -0.00 0.35 
32.768616 8.96 16.94 6.43 11.22 9.64 18.65 6.74 12.11 0.62 1.18 -0.09 0.27 0.79 1.32 -0.00 0.34 
33.217516 8.96 17.00 6.43 11.29 9.64 18.66 6.74 12.18 0.62 1.19 -0.09 0.27 0.79 1.32 -0.00 0.34 
17.320113 1.68 2.72 -1.77 -3.97 2.43 4.16 -1.38 -3.00 0.42 0.72 -0.33 -0.23 0.54 0.83 -0.24 -0.14 
27.975846 0.55 -1.09 -6.50 -11.69 1.26 0.15 -6.04 -10.65 0.47 0.87 -0.25 -0.16 0.58 1.02 -0.15 -0.08 
22.384599 -1.38 -3.70 -2.21 -6.68 -0.76 -1.37 -2.04 -5.79 0.22 0.58 -0.32 -0.21 0.48 0.44 -0.23 -0.15 
29.004812 3.80 6.88 -0.48 -0.49 4.69 8.28 -0.02 0.54 0.59 0.97 -0.41 -0.35 0.68 1.04 -0.30 -0.25 
16.267565 1.80 2.95 -1.63 -3.72 2.53 4.38 -1.25 -2.77 0.42 0.72 -0.33 -0.22 0.54 0.84 -0.24 -0.13 
3.689559 4.31 7.86 0.84 1.07 5.06 9.29 1.22 2.00 0.51 0.89 -0.27 -0.11 0.62 1.01 -0.18 -0.02 
1.982450 5.22 9.39 1.72 2.58 5.91 10.66 2.03 3.39 0.54 0.96 -0.25 -0.06 0.65 1.06 -0.16 0.02 
1.950277 5.15 9.20 1.66 2.38 6.10 10.97 2.22 3.70 0.54 0.96 -0.26 -0.07 0.65 1.06 -0.17 0.02 
1.322328 5.79 10.89 2.23 3.99 6.86 12.85 2.91 5.56 0.57 1.00 -0.24 -0.04 0.67 1.10 -0.16 0.03 
1.316489 5.79 10.88 2.23 3.98 6.88 12.89 2.93 5.59 0.57 1.00 -0.24 -0.04 0.67 1.10 -0.16 0.04 
4.352319 7.75 14.80 4.12 7.81 8.90 16.88 4.87 9.49 0.64 1.15 -0.21 0.04 0.75 1.25 -0.11 0.13 
4.458589 7.15 13.55 3.63 6.66 8.23 15.56 4.32 8.25 0.61 1.09 -0.20 0.05 0.72 1.20 -0.11 0.13 
3.004070 8.92 16.94 4.79 9.66 10.08 18.90 5.51 11.28 0.75 1.30 -0.28 -0.09 0.86 1.39 -0.18 0.01 
7.907356 6.54 10.41 -1.40 -1.08 7.48 12.25 -0.64 0.61 0.75 1.32 -0.17 0.01 0.96 1.45 -0.07 0.09 
2.540112 3.37 5.92 2.41 2.52 4.34 8.72 2.94 4.07 0.40 0.84 -0.24 -0.01 0.61 0.80 -0.15 0.05 
1.330269 5.74 10.80 2.20 3.91 6.83 12.79 2.89 5.50 0.57 1.00 -0.25 -0.04 0.67 1.10 -0.16 0.04 
3.872111 4.40 8.33 1.36 2.11 5.50 10.34 2.05 3.71 0.52 0.88 -0.30 -0.14 0.62 1.01 -0.21 -0.06 
1.215581 6.39 12.04 2.78 5.08 7.48 13.97 3.47 6.65 0.60 1.05 -0.24 -0.03 0.70 1.16 -0.15 0.05 
1.509502 7.85 14.99 4.21 8.14 8.99 16.93 4.92 9.74 0.68 1.17 -0.26 -0.06 0.78 1.28 -0.17 0.03 
1.192130 6.37 11.95 2.74 4.97 7.58 14.11 3.55 6.80 0.60 1.05 -0.24 -0.04 0.70 1.17 -0.15 0.05 
